Year,Position,Artist,Song
1993,1,Denis Leary,Asshole
1993,2,Radiohead,Creep
1993,3,The Cranberries,Linger
1993,4,Blind Melon,No Rain
1993,5,The Breeders,Cannonball
1993,6,Rage Against the Machine,Killing in the Name
1993,7,U2,Lemon
1993,8,Pearl Jam,Go
1993,9,The Cruel Sea,The Honeymoon Is Over
1993,10,Atomic Swing,Stone Me into the Groove
1993,11,R.E.M.,Everybody Hurts
1993,12,Stone Temple Pilots,Plush
1993,13,Red Hot Chili Peppers,Soul to Squeeze
1993,14,Violent Femmes,I Held Her in My Arms
1993,15,Iggy Pop,Wild America
1993,16,Urge Overkill,Sister Havana
1993,17,Cypress Hill,Hits From the Bong
1993,18,Pet Shop Boys,Go West
1993,19,Neneh Cherry & Michael Stipe,Trout
1993,20,Nirvana,Heart-Shaped Box
1993,21,The Cruel Sea,Black Stick
1993,22,Nick Cave & The Bad Seeds,The Ship Song
1993,23,Bjork,Human Behaviour
1993,24,4 Non Blondes,What's Up?
1993,25,Belly,Feed the Tree
1993,26,Efua,Somewhere
1993,27,Tool,Sober
1993,28,Lenny Kravitz,Are You Gonna Go My Way
1993,29,Ace of Base,All That She Wants
1993,30,k.d. lang,Constant Craving
1993,31,U2,Numb
1993,32,Paw,Jessie
1993,33,Porno for Pyros,Pets
1993,34,US3,Cantaloop
1993,35,Salt-N-Pepa,Shoop
1993,36,Hoodoo Gurus,The Right Time
1993,37,Juliana Hatfield,My Sister
1993,38,Dinosaur Jr.,Get Me
1993,39,The Cure,Friday I'm in Love
1993,40,Ween,Push th' Little Daisies
1993,41,Yothu Yindi,World Turning
1993,42,Gabrielle,Dreams
1993,43,The Smashing Pumpkins,Cherub Rock
1993,44,Headless Chickens,Juice
1993,45,Dinosaur Jr.,Start Choppin
1993,46,King Missile,Detachable Penis
1993,47,Chaka Demus & Pliers,Tease Me
1993,48,Dave Graney 'n' the Coral Snakes,Night of the Wolverine
1993,49,Living Colour,Bi
1993,50,You Am I,Adam's Ribs
1993,51,Alice in Chains,Would?
1993,52,Soul Asylum,Runaway Train
1993,53,Buffalo Tom,Taillights Fade
1993,54,Hunters and Collectors,Holy Grail
1993,55,Deborah Conway,Alive and Brilliant
1993,56,Pet Shop Boys,Can You Forgive Her?
1993,57,Headless Chickens,Choppers
1993,58,King Missile,Jesus Was Way Cool
1993,59,Dave Graney 'n' the Coral Snakes,You're Just too Hip Baby
1993,60,Crowded House,Distant Sun
1993,61,Christine Anu & Paul Kelly,Last Train
1993,62,Faith No More,Easy
1993,63,The Sharp,Scratch My Back
1993,64,Screaming Trees,Nearly Lost You
1993,65,New Order,Regret
1993,66,Utah Saints,Something Good
1993,67,Apache Indian,Boom Shack-A-Lak
1993,68,Culture Beat,Mr Vain
1993,69,Suede,Animal Nitrate
1993,70,Ed Kuepper,Sleepy Head
1993,71,Living Colour,Nothingness {Remix}
1993,72,Barefoot,Baby
1993,73,Arrested Development,Mr. Wendal
1993,74,Sub Sub,Ain't No Love (Ain't No Use)
1993,75,Suede,The Drowners
1993,76,Caligula,Before
1993,77,The Badloves,Lost
1993,78,East 17,Deep
1993,79,The Lemonheads,Mrs. Robinson
1993,80,Alice in Chains,Rooster
1993,81,Cypress Hill,Insane in the Brain
1993,82,The Badloves,Green Limousine
1993,83,Underground Lovers,Your Eyes {Remix}
1993,84,Rage Against the Machine,Bullet in the Head
1993,85,Green Jelly,Three Little Pigs
1993,86,New Order,World (The Price of Love)
1993,87,Swoop,Do It
1993,88,Grant Lee Buffalo,Dixie Drug Store
1993,89,Mixed Relations,Aboriginal Woman
1993,90,Blur,For Tomorrow
1993,91,Things of Stone and Wood,Happy Birthday Helen
1993,92,Depeche Mode,I Feel You
1993,93,R.E.M.,Man on the Moon
1993,94,Inner Circle,Sweat (A La La La La Long)
1993,95,The Cruel Sea,Delivery Man
1993,96,"10,000 Maniacs",Candy Everybody Wants
1993,97,Kate Bush,Rubberband Girl
1993,98,Kev Carmody,Freedom
1993,99,The Shamen,Ebeneezer Goode
1993,100,Van Morrison & John Lee Hooker,Gloria
1994,1,The Cranberries,Zombie
1994,2,Nine Inch Nails,Closer
1994,3,The Offspring,Self Esteem
1994,4,The Offspring,Come Out & Play
1994,5,Silverchair,Tomorrow
1994,6,Veruca Salt,Seether
1994,7,Nirvana,About a Girl
1994,8,Max Sharam,Coma
1994,9,Tom Jones,If I Only Knew
1994,10,Severed Heads,Dead Eyes Opened {1994 Remix}
1994,11,Nick Cave & The Bad Seeds,Do You Love Me?
1994,12,James,Laid
1994,13,Bomb The Bass,Bug Powder Dust
1994,14,The Cruel Sea,Better Get A Lawyer
1994,15,Sheryl Crow,All I Wanna Do
1994,16,Beastie Boys,Sabotage
1994,17,Stone Temple Pilots,Interstate Love Song
1994,18,Green Day,Longview
1994,19,Underground Lovers,Losin' It
1994,20,Nick Barker,Time Bomb
1994,21,Itch-E and Scratch-E,Sweetness & Light
1994,22,Soundgarden,Black Hole Sun
1994,23,You Am I,Berlin Chair
1994,24,Green Day,Basket Case
1994,25,Smashing Pumpkins,Today
1994,26,Youssou N'dour & Neneh Cherry,7 Seconds
1994,27,Live,I Alone
1994,28,Hole,Doll Parts
1994,29,Beck,Beercan
1994,30,Kylie Minogue,Confide in Me
1994,31,Single Gun Theory,Fall
1994,32,Mazzy Star,Fade into You
1994,33,Liz Phair,Supernova
1994,34,Hole,Miss World
1994,35,Tori Amos,Cornflake Girl
1994,36,Pearl Jam,Spin the Black Circle
1994,37,The Prodigy,Voodoo People
1994,38,Rebecca's Empire,Atomic Electric
1994,39,Dave Pike Set,Mathar
1994,40,Weezer,Undone - The Sweater Song
1994,41,Kristin Hersh,Your Ghost
1994,42,Pet Shop Boys,Absolutely Fabulous
1994,43,Christine Anu,Monkey & The Turtle
1994,44,The Grid,Swamp Thing
1994,45,Beck,Loser
1994,46,Soundgarden,My Wave
1994,47,Counting Crows,Einstein on the Beach (For An Eggman)
1994,48,Counting Crows,Mr. Jones
1994,49,Falling Joys,Amen {Remix}
1994,50,Tumbleweed,Daddy Long Legs
1994,51,Soundgarden,Spoonman
1994,52,Penny Flanagan,Lap It Up
1994,53,Soundgarden,Fell on Black Days
1994,54,Stone Temple Pilots,Vasoline
1994,55,Ed Kuepper,La Di Doh
1994,56,Frente!,Bizarre Love Triangle
1994,57,The Cure,Burn
1994,58,Pop Will Eat Itself,Everything's Cool
1994,59,The Jesus and Mary Chain,Sometimes Always
1994,60,Pavement,Cut Your Hair
1994,61,Gin Blossoms,Hey Jealousy
1994,62,Pale,Lemon Sparked
1994,63,Blur,Parklife
1994,64,The Black Crowes,A Conspiracy
1994,65,Sonic Youth,Bull in the Heather
1994,66,Whale,Hobo Humpin Slobo Babe
1994,67,L7,Andres
1994,68,Dinosaur Jr.,Feel the Pain
1994,69,Crash Test Dummies,Mmm Mmm Mmm Mmm
1994,70,R.E.M.,What's The Frequency Kenneth?
1994,71,Urge Overkill,Dropout
1994,72,Lucas,Lucas With The Lid Off
1994,73,The Sharp,Alone Like Me
1994,74,Swoop,Neighbourhood Freak
1994,75,PM Dawn,You Got Me Floatin'
1994,76,Francis Dunnery,American Life in the Summertime
1994,77,You Am I,Jaimme's Got A Gal
1994,78,Cracker,Low
1994,79,Dave Graney 'n' the Coral Snakes,I'm Gonna Release Your Soul
1994,80,Alice in Chains,No Excuses
1994,81,Sisters Underground,In The Neighbourhood
1994,82,Neil Young,Piece Of Crap
1994,83,Love Spit Love,Am I Wrong?
1994,84,The Breeders,Saints
1994,85,G Love & Special Sauce,Blues Music
1994,86,Nick Cave & The Bad Seeds,Thirsty Dog
1994,87,Morrissey,"The More You Ignore Me, the Closer I Get"
1994,88,The Cure,Purple Haze
1994,89,Warren G & Nate Dogg,Regulate
1994,90,Smashing Pumpkins,Dancing in the Moonlight
1994,91,Counting Crows,Round Here
1994,92,Collective Soul,Shine
1994,93,Things of Stone and Wood,Wildflowers
1994,94,Page and Plant,Gallows Pole
1994,95,Def FX,Masses Like Asses
1994,96,Blur,Girls & Boys {Remix}
1994,97,Ini Kamoze,Here Comes the Hotstepper
1994,98,The Tea Party,A Certain Slant of Light
1994,99,Angelique Kidjo,Agolo
1994,100,Lisa Loeb & Nine Stories,Stay (I Missed You)
1995,1,Oasis,Wonderwall
1995,2,Smashing Pumpkins,Bullet with Butterfly Wings
1995,3,Coolio,Gangsta's Paradise
1995,4,Presidents of the U.S.A.,Kitty
1995,5,Bjork,It's Oh So Quiet
1995,6,Everclear,Heroin Girl
1995,7,Custard,Apartment
1995,8,Nick Cave & The Bad Seeds and Kylie Minogue,Where the Wild Roses Grow
1995,9,TISM,(He'll Never Be An) Ol' Man River
1995,10,TISM,Greg! The Stop Sign!!
1995,11,Presidents of the U.S.A.,Lump
1995,12,Mindless Drug Hoover,The Reefer Song
1995,13,Oasis,Morning Glory
1995,14,Jeff Buckley,Last Goodbye
1995,15,Garbage,Vow
1995,16,Dave Graney 'n' The Coral Snakes,Rock 'n' Roll is where I hide
1995,17,Regurgitator,Blubber Boy
1995,18,Jill Sobule,I Kissed a Girl
1995,19,Tripping Daisy,I Got a Girl
1995,20,Red Hot Chili Peppers,My Friends
1995,21,Garbage,Queer
1995,22,Live,Lightning Crashes
1995,23,Passengers,Miss Sarajevo
1995,24,You Am I,Purple Sneakers
1995,25,Insurge,Political Prisoners
1995,26,Neil Young,Downtown
1995,27,Ammonia,Drugs
1995,28,Red Hot Chili Peppers,Aeroplane
1995,29,Faith No More,Evidence
1995,30,Natalie Merchant,Carnival
1995,31,Rancid,Time Bomb
1995,32,Swoop,Apple Eyes
1995,33,Bush,Everything Zen
1995,34,Live,I Alone
1995,35,Pearl Jam,I Got Id
1995,36,Tricky,Black Steel
1995,37,Foo Fighters,This Is a Call
1995,38,Pulp,Common People
1995,39,Alanis Morissette,You Oughta Know
1995,40,Primus,Wynona's Big Brown Beaver
1995,41,Skunk Anansie,I Can Dream
1995,42,Sonic Youth,The Diamond Sea
1995,43,Spiderbait,Monty
1995,44,Pearl Jam,Better Man
1995,45,Portishead,Glory Box
1995,46,Green Day,Geek Stink Breath
1995,47,Christine Anu,My Island Home
1995,48,Technohead,I Wanna be a Hippy
1995,49,White Zombie,More Human than Human
1995,50,Buffalo Tom,Summer
1995,51,Def FX,Psychoactive Summer
1995,52,The Murmurs,You Suck
1995,53,Blur,Country House
1995,54,The Vaughans,Who Farted?
1995,55,Skunkhour,Up to Our Necks In It
1995,56,Phunk Junkeez,Chuck
1995,57,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me"
1995,58,Pollyanna,Lemonsuck
1995,59,Jill Sobule,Supermodel
1995,60,Teenage Fanclub,Sparky's Dream
1995,61,Screaming Jets,Sad Song
1995,62,Rebecca's Empire,Empty
1995,63,The Offspring,Smash It Up
1995,64,N-Trance,Stayin' Alive
1995,65,Shaggy,Boombastic
1995,66,The Tea Party,Fire in the Head
1995,67,Chris Isaak,"Baby Did a Bad, Bad Thing"
1995,68,Pollyanna,Pale Grey Eyes
1995,69,Dash Rip Rock,(Let's Go) Smoke Some Pot
1995,70,Foo Fighters,I'll Stick Around
1995,71,Live,All Over You
1995,72,Rail,Immune Deficiency
1995,73,The Cure,Dredd Song
1995,74,Grinspoon,Sickfest
1995,75,Red Hot Chili Peppers,Warped
1995,76,Bad Religion,21st Century (Digital Boy)
1995,77,Severed Heads,Heart of the Party
1995,78,Strawpeople,Trick with a Knife
1995,79,Supergrass,Alright
1995,80,Green Day,Brain Stew
1995,81,The Caulfields,Devil's Diary
1995,82,Mr Blonde,Sunday
1995,83,Bjork,Army of Me
1995,84,You Am I,Cathy's Clown
1995,85,Alanis Morissette,Hand in My Pocket
1995,86,TLC,Waterfalls
1995,87,Yothu Yindi,Jailbreak
1995,88,Alice in Chains,Grind
1995,89,Jeff Buckley,Grace
1995,90,Alanis Morissette,All I Really Want
1995,91,Faith No More,Digging the Grave
1995,92,Matthew Sweet,Sick of Myself
1995,93,TISM,All Homeboys Are Dickheads
1995,94,You Am I,Jewels and Bullets
1995,95,Massive Attack,Protection
1995,96,Tumbleweed,Hang Around
1995,97,Pop!,Tingly {ft. Angie Hart}
1995,98,Hecate,By Myself
1995,99,Green Day,When I Come Around
1995,100,Todd Snider,Talkin' Seattle Grunge Rock Blues
1996,1,Spiderbait,Buy Me a Pony
1996,2,Tool,Stinkfist
1996,3,Ben Folds Five,Underground
1996,4,Butthole Surfers,Pepper
1996,5,Bush,Glycerine
1996,6,Powderfinger,Pick You Up
1996,7,The Prodigy,Breathe
1996,8,Allen Ginsberg,Ballad of the Skeletons
1996,9,Weezer,El Scorcho
1996,10,Baby Bird,You're Gorgeous
1996,11,311,Down
1996,12,Underworld,Born Slippy
1996,13,The Smashing Pumpkins,1979
1996,14,Fun Lovin' Criminals,Scooby Snacks
1996,15,Regurgitator,Kong Foo Sing
1996,16,Babylon Zoo,Spaceman
1996,17,The Prodigy,Firestarter
1996,18,Powderfinger,D.A.F.
1996,19,Bush,Swallowed
1996,20,The Fauves,Dogs Are the Best People
1996,21,Foo Fighters,Down in the Park
1996,22,Ash,Oh Yeah
1996,23,Regurgitator,I Sucked a Lot of Cock to Get Where I Am
1996,24,Everclear,Santa Monica
1996,25,No Doubt,Just a Girl
1996,26,Chemical Brothers,Setting Sun
1996,27,Cake,The Distance
1996,28,The Smashing Pumpkins,Zero
1996,29,Beck,Devil's Haircut
1996,30,The Fauves,Self Abuser
1996,31,Skin,Mah Na Mah Na
1996,32,Powderfinger,Living Type
1996,33,2Pac,California Love
1996,34,Tracy Bonham,Mother Mother
1996,35,Fugees,Killing Me Softly
1996,36,Primitive Radio Gods,Standing Outside a Broken Phone Booth with Money in My Hand
1996,37,Jamiroquai,Virtual Insanity
1996,38,Bush,Comedown
1996,39,The Eels,Novocaine for the Soul
1996,40,Tricky/Garbage,Milk
1996,41,Geggy Tah,Whoever You Are
1996,42,Fini Scad,Coppertone
1996,43,Beck,Where It's At
1996,44,The Cranberries,Salvation
1996,45,Nirvana,Aneurysm {Muddy Banks of the Wishka live version}
1996,46,Rage Against the Machine,Bulls on Parade
1996,47,Pearl Jam,"Hail, Hail"
1996,48,Nada Surf,Popular
1996,49,Definition of Sound,Pass the Vibes
1996,50,The Presidents of the USA,Mach 5
1996,51,Garbage,Only Happy When It Rains
1996,52,Metallica,Until It Sleeps
1996,53,Bjork,Hyperballad
1996,54,The Lemonheads,If I Could Talk I'd Tell You
1996,55,The Smashing Pumpkins,"Tonight, Tonight"
1996,56,The Eels,Susan's House
1996,57,Rebecca's Empire,So Rude
1996,58,Everclear,Heartspark Dollarsign
1996,59,Tumbleweed,Silver Lizard
1996,60,Kula Shaker,Hey Dude
1996,61,Def FX,I'll Be Your Majick
1996,62,Metallica,Hero of the Day
1996,63,Bad Religion,Punk Rock Song
1996,64,Angelique Kidjo,Wombo Lombo
1996,65,Goldfinger,Here in Your Bedroom
1996,66,Frente!,What's Come Over Me
1996,67,Crowded House,Everything Is Good for You
1996,68,Mullen/Clayton,Mission Impossible
1996,69,Insurge,Speculator
1996,70,Deadstar,Don't It Get You Down
1996,71,Pulp,Disco 2000
1996,72,Frenzal Rhomb,Punch in the Face
1996,73,Hole,Gold Dust Woman
1996,74,Ministry,Lay Lady Lay
1996,75,Midnight Oil,Surf's Up Tonight
1996,76,Spacehog,In the Meantime
1996,77,Soundgarden,Burden in My Hand
1996,78,OMC,How Bizarre
1996,79,The Whitlams,I Make Hamburgers
1996,80,You Am I,Soldiers
1996,81,The Superjesus,Shut My Eyes
1996,82,Luscious Jackson,Naked Eye
1996,83,Hoodoo Gurus,Waking Up Tired
1996,84,You Am I,Good Mornin'
1996,85,Ash,Goldfinger
1996,86,Neneh Cherry,Woman
1996,87,R.E.M.,E-Bow the Letter
1996,88,Hunting Party,Grooving
1996,89,Snout,Cromagnon Man
1996,90,Pearl Jam,Leaving Here
1996,91,Barry Adamson,Set the Controls
1996,92,The Mavis's,Thunder
1996,93,Skunk Anansie,All I Want
1996,94,Pearl Jam,Mankind
1996,95,Frank Bennett,Creep
1996,96,Matthew Trapnell,Ella's Uncle
1996,97,AC/DC,Hail Caesar
1996,98,Tori Amos,Professional Widow
1996,99,Republica,Ready to Go
1996,100,Ben Harper,Gold to Me
1997,1,The Whitlams,No Aphrodisiac
1997,2,Blur,Song 2
1997,3,Chumbawamba,Tubthumping
1997,4,The Verve,Bitter Sweet Symphony
1997,5,Pauline Pantsdown,Backdoor Man
1997,6,Blink-182,Dammit (Growing Up)
1997,7,Radiohead,Paranoid Android
1997,8,Marilyn Manson,The Beautiful People
1997,9,Radiohead,Karma Police
1997,10,Jebediah,Leaving Home
1997,11,Smash Mouth,Walkin' on the Sun
1997,12,Ben Folds Five,One Angry Dwarf And 200 Solemn Faces
1997,13,Silverchair,Freak
1997,14,The Superjesus,Down Again
1997,15,The Living End,Prisoner Of Society
1997,16,Quindon Tarver/Lee Perry,Everybody's Free (To Wear Sunscreen)
1997,17,Cordrazine,Crazy
1997,18,Nick Cave & The Bad Seeds,Into My Arms
1997,19,Regurgitator,Every Day Formula
1997,20,Cake,I Will Survive
1997,21,Foo Fighters,Monkey Wrench
1997,22,The Verve,The Drugs Don't Work
1997,23,Spiderbait,Calypso
1997,24,Korn,A.D.I.D.A.S.
1997,25,Green Day,Hitchin' a Ride
1997,26,Nine Inch Nails,The Perfect Drug
1997,27,Silverchair,The Door
1997,28,Dana Lyons,Cows With Guns
1997,29,Third Eye Blind,Semi-Charmed Life
1997,30,Tool,Forty-Six & 2
1997,31,Faith No More,Ashes To Ashes
1997,32,Pendulum {Melbourne},Coma
1997,33,Jebediah,Military Strongmen
1997,34,Grinspoon,Dcx3
1997,35,The Sundays,Summertime
1997,36,Ween,Mutilated Lips
1997,37,The Mavis's,Naughty Boy
1997,38,Metallica,The Memory Remains
1997,39,Something for Kate,Captain (Million Miles)
1997,40,The Bloodhound Gang,Why's Everybody Always Pickin' On Me?
1997,41,Beck,Deadweight
1997,42,Cornershop,Brimful of Asha
1997,43,Ammonia,You're Not The Only One
1997,44,The Tea Party,Temptation
1997,45,The Cure,Wrong Number
1997,46,The Bloodhound Gang,Fire Water Burn
1997,47,Filter And The Crystal Method,(Can't You) Trip Like I Do
1997,48,Custard,Anatomically Correct
1997,49,The Living End,From Here On In
1997,50,Arkarna,Eat Me
1997,51,Everclear,So Much For The Afterglow
1997,52,Garbage,#1 Crush
1997,53,The Whitlams,You Sound Like Louis Burdett
1997,54,Everclear,Everything To Everyone
1997,55,Red Hot Chili Peppers,Love Rollercoaster
1997,56,The Prodigy,Funky Shit
1997,57,My Drug Hell,Girl At The Bus Stop
1997,58,Diana Ah Naid,I Go Off
1997,59,White Town,Your Woman
1997,60,They Might Be Giants,New York City
1997,61,Chemical Brothers,Block Rockin' Beats
1997,62,The Smashing Pumpkins,The End Is the Beginning Is the End
1997,63,Grinspoon,Repeat
1997,64,Faith No More,Stripsearch
1997,65,The Lemonheads,Outdoor Type
1997,66,Powderfinger,JC
1997,67,The Offspring,I Choose
1997,68,Jamiroquai,Cosmic Girl
1997,69,Ween,Waving My Dick In The Wind
1997,70,Reef,Place Your Hands
1997,71,Robyn Loau,Sick With Love
1997,72,Front End Loader,Pulse
1997,73,Live,Lakini's Juice
1997,74,Rage Against the Machine,The Ghost of Tom Joad
1997,75,Space,Female of the Species
1997,76,Imani Coppola,Legend Of A Cowgirl
1997,77,The Cardigans,Lovefool
1997,78,The Mark of Cain,Degenerate Boy
1997,79,Portishead,All Mine
1997,80,Ben Harper,Faded
1997,81,Kylie Minogue,Did It Again
1997,82,Primus,Shake Hands with Beef
1997,83,Lard,I Wanna Be A Drug-Sniffing Dog
1997,84,Dave Graney,Feelin' Kinda Sporty
1997,85,Brainbug,Nightmare
1997,86,Blackeyed Susans,Smokin' Johnny Cash
1997,87,Sneaker Pimps,6 Underground
1997,88,Beaverloop,Nothing
1997,89,Dandy Warhols,Last Junkie on Earth
1997,90,Pennywise,Society
1997,91,Blue Boy,Remember Me
1997,92,Sidewinder,Titanic Days
1997,93,Skunkhour,Weightlessness
1997,94,Rebecca's Empire,Way Of All Things
1997,95,Faithless,Don't Leave
1997,96,Local H,Bound for the Floor
1997,97,Arkarna,Futures Overrated
1997,98,Daft Punk,Da Funk
1997,99,Luscious Jackson,Naked Eye
1997,100,Effigy,I Give In
1998,1,The Offspring,Pretty Fly (For a White Guy)
1998,2,Ben Lee,Cigarettes Will Kill You
1998,3,Custard,Girls Like That (Don't Go For Guys Like Us)
1998,4,Hole,Celebrity Skin
1998,5,Korn,Got the Life
1998,6,Regurgitator,! (Song Formerly Known As)
1998,7,Jebediah,Harpoon
1998,8,Powderfinger,The Day You Come
1998,9,You Am I,Heavy Heart
1998,10,The Living End,Save The Day
1998,11,U2,The Sweetest Thing
1998,12,Ben Folds Five,Brick
1998,13,They Might Be Giants,Dr. Worm
1998,14,Blink-182,Josie (Everything's Gonna Be Fine)
1998,15,The Living End,Second Solution
1998,16,Josh Abrahams & Amiel Daemion,Addicted to Bass
1998,17,The Living End,Tainted Love {Live}
1998,18,Grinspoon,Just Ace
1998,19,Wyclef Jean,Bubblegoose
1998,20,Chef,Simultaneous
1998,21,Marcy Playground,Sex and Candy
1998,22,Grinspoon,Black Friday
1998,23,Massive Attack,Teardrop
1998,24,Custard,Music Is Crap
1998,25,Beastie Boys,Intergalactic
1998,26,Regurgitator,Polyester Girl
1998,27,Regurgitator,I Like Your Old Remix Better Than Your New Remix
1998,28,Happyland,Don't You Know Who I Am
1998,29,Jeff Buckley,Everybody Here Wants You
1998,30,Cake,Never There
1998,31,Paul McDermott,Throw Your Arms Around Me
1998,32,Regurgitator,Black Bugs
1998,33,Eskimo Joe,Sweater
1998,34,Barenaked Ladies,One Week
1998,35,Harvey Danger,Flagpole Sitta
1998,36,TISM,Whatareya?
1998,37,The Whitlams,Buy Now Pay Later (Charlie No 2)
1998,38,The Mighty Mighty Bosstones,The Impression That I Get
1998,39,Adam Sandler,Somebody Kill Me
1998,40,Ben Folds Five,Song For The Dumped
1998,41,Placebo,Pure Morning
1998,42,Jebediah,Teflon
1998,43,The Whitlams,Melbourne
1998,44,Marilyn Manson,The Dope Show
1998,45,The Smashing Pumpkins,Ava Adore
1998,46,Powderfinger,Don't Wanna Be Left Out
1998,47,Pearl Jam,Do the Evolution
1998,48,Catatonia,Road Rage
1998,49,Hole,Malibu
1998,50,Run-D.M.C. vs Jason Nevins,It's Like That
1998,51,Pearl Jam,Given to Fly
1998,52,Green Day,The Grouch
1998,53,Everclear,Father of Mine
1998,54,Frenzal Rhomb,Mum Changed The Locks
1998,55,Radiohead,No Surprises
1998,56,The Whitlams,Charlie No 3
1998,57,Garbage,I Think I'm Paranoid
1998,58,Pauline Pantsdown,I Don't Like It
1998,59,Propellerheads & Shirley Bassey,History Repeating
1998,60,Ani DiFranco,Untouchable Face
1998,61,The Mavis's,Cry
1998,62,The Offspring,Gone Away
1998,63,Fatboy Slim,The Rockafeller Skank
1998,64,Antenna,Come On Spring
1998,65,You Am I,Rumble
1998,66,Rage Against the Machine,No Shelter
1998,67,Metallica,The Unforgiven II
1998,68,Dandy Warhols,Every Day Should Be A Holiday
1998,69,Pollyanna,Cinnamon Lip
1998,70,Manic Street Preachers,If You Tolerate This Your Children Will Be Next
1998,71,Happyland,Hello
1998,72,Frenzal Rhomb,Mr Charisma
1998,73,Stardust,Music Sounds Better with You
1998,74,Foo Fighters,My Hero
1998,75,Rob Zombie,Dragula
1998,76,Marcy Playground,Saint Joe on the School Bus
1998,77,Metallica,Fuel
1998,78,Fuel,Shimmer
1998,79,Grinspoon,Don't Go Away
1998,80,Babybird,Bad Old Man
1998,81,Bran Van 3000,Drinking in L.A.
1998,82,Drugstore,El President
1998,83,The Superjesus,Now And Then
1998,84,Green Day,Good Riddance (Time of Your Life)
1998,85,Something for Kate,Harpoon
1998,86,Ben Harper,Mama's Trippin'
1998,87,Garbage,Push It
1998,88,Pearl Jam,Wishlist
1998,89,Garbage,Special
1998,90,Chef,No Substitute
1998,91,Jebediah,Benedict
1998,92,Space with Cerys Matthews,The Ballad of Tom Jones
1998,93,Silverchair,Untitled
1998,94,The Smashing Pumpkins,Perfect
1998,95,Beck,Tropicalia
1998,96,Midnight Oil,Redneck Wonderland
1998,97,Even,Black Umbrella
1998,98,Foo Fighters,Baker Street
1998,99,Superjesus,Saturation
1998,100,Not From There,Sich Offnen
1999,1,Powderfinger,These Days
1999,2,Killing Heidi,Weir
1999,3,The Tenants,You Shit Me To Tears
1999,4,Fatboy Slim,Praise You
1999,5,Placebo,Every You Every Me
1999,6,Bloodhound Gang,The Bad Touch
1999,7,Rage Against The Machine,Guerrilla Radio
1999,8,Limp Bizkit,Nookie
1999,9,Pearl Jam,Last Kiss
1999,10,Red Hot Chili Peppers,Scar Tissue
1999,11,The Foo Fighters,Learn To Fly
1999,12,Garbage,When I Grow Up
1999,13,Blink-182,What's My Age Again?
1999,14,Killing Heidi,Mascara
1999,15,Silverchair,Ana's Song (Open Fire)
1999,16,Korn,Freak On A Leash
1999,17,Korn,Falling Away From Me
1999,18,Sonic Animation,Theophilus Thistler (An Exercise In Vowels)
1999,19,Jebediah,Animal
1999,20,Rhubarb,Exerciser
1999,21,Alex Lloyd,Lucky Star
1999,22,Madison Avenue,Don't Call Me Baby
