Year,Position,Artist,Song
1999,23,Fatboy Slim,"Right Here, Right Now"
1999,24,Macy Gray,I Try
1999,25,Powderfinger,Already Gone
1999,26,Frenzal Rhomb,Never Had So Much Fun
1999,27,The Chemical Brothers,Hey Boy Hey Girl
1999,28,Jebediah,Feet Touch the Ground
1999,29,Silverchair,Anthem for the Year 2000
1999,30,Silverchair,Miss You Love
1999,31,Blink-182,All the Small Things
1999,32,The Tea Party,Heaven Coming Down
1999,33,Grinspoon,Ready 1
1999,34,Frenzal Rhomb,You Are Not My Friend
1999,35,Peter Helliar,Bevan The Musical
1999,36,Bodyjar,Hazy Shade Of Winter
1999,37,Red Hot Chili Peppers,Around The World
1999,38,The Whitlams,Chunky Chunky Air Guitar
1999,39,Eskimo Joe,Turn Up Your Stereo
1999,40,Spiderbait,Shazam!
1999,41,The Living End,All Torn Down
1999,42,Custard,Ringo (I Feel Like)
1999,43,Silverchair,Emotion Sickness
1999,44,Something For Kate,Electricity
1999,45,Gerling,"Enter, Space Capsule"
1999,46,Bush,The Chemicals Between Us
1999,47,Blur,Coffee & TV
1999,48,The Living End,West End Riot
1999,49,Area-7,Second Class Citizen
1999,50,The Fauves,Bigger Than Tina
1999,51,Ben Folds Five,Army
1999,52,The Cruel Sea,It Won't Last
1999,53,Beck,Sexx Laws
1999,54,The Whitlams,Thank You (For Loving Me at My Worst)
1999,55,Diana Ah Naid,Perfect Family
1999,56,Metallica,No Leaf Clover
1999,57,Blur,Tender
1999,58,Regurgitator,I Want To Be A Nudist
1999,59,Machine Gun Fellatio,Mutha Fukka On A Motorcycle
1999,60,VAST,Touched
1999,61,Augie March,Asleep In Perfection
1999,62,Regurgitator,Happiness (Rotting My Brain)
1999,63,Jamiroquai,Canned Heat
1999,64,Frenzal Rhomb,We're Going Out Tonight
1999,65,Ben Harper,Burn to Shine
1999,66,Testeagles,Turn That Shit Up
1999,67,Madonna,Beautiful Stranger
1999,68,Powderfinger,Good-Day Ray
1999,69,Nine Inch Nails,"Starfuckers, Inc."
1999,70,Something For Kate,Whatever You Want
1999,71,The Mutton Birds,Pulled Along By Love
1999,72,Something For Kate,Hallways
1999,73,Supergrass,Pumping on Your Stereo
1999,74,Deadstar,Deeper Water
1999,75,Friendly,Some Kind Of Love Song
1999,76,Everlast,What It's Like
1999,77,Bob Marley/Funkstar De Luxe,Sun Is Shining
1999,78,The Cardigans,My Favourite Game
1999,79,Moby,Bodyrock
1999,80,Moloko,Sing It Back
1999,81,Ben Lee,Nothing Much Happens
1999,82,Skunkhour,Home
1999,83,Custard,Hit Song
1999,84,Spiderbait,Stevie
1999,85,Ben Harper,Steal My Kisses
1999,86,Orgy,Blue Monday
1999,87,Placebo,You Don't Care About Us
1999,88,Moby,Run On
1999,89,Green Day,Nice Guys Finish Last
1999,90,Rammstein,Stripped
1999,91,Pennywise,Down Under
1999,92,Macy Gray,Sex-O-Matic Venus Freak
1999,93,Elliott Smith,Waltz #2
1999,94,Turnstyle,Spray Water On The Stereo
1999,95,Public Image Ltd.,The Order Of Death
1999,96,Spiderbait,Plastic
1999,97,The Offspring,The Kids Aren't Alright
1999,98,Sugar Ray,Every Morning
1999,99,Eskimo Joe,Ruby Wednesday
1999,100,Powderfinger,Passenger
2000,1,Powderfinger,My Happiness
2000,2,U2,Beautiful Day
2000,3,Powderfinger,My Kind of Scene
2000,4,Wheatus,Teenage Dirtbag
2000,5,Coldplay,Yellow
2000,6,The Avalanches,Frontier Psychiatrist
2000,7,Red Hot Chili Peppers,Californication
2000,8,Foo Fighters,Generator
2000,9,Paul Kelly,Every Fucking City
2000,10,Dandy Warhols,Bohemian Like You
2000,11,28 Days,Rip It Up
2000,12,Magic Dirt,Dirty Jeans
2000,13,Rage Against the Machine,Sleep Now in the Fire
2000,14,Green Day,Minority
2000,15,Lo-Tel,Teenager Of The Year
2000,16,Machine Gun Fellatio,Unsent Letter
2000,17,The Superjesus,Gravity
2000,18,Foo Fighters,Stacked Actors
2000,19,The Living End,Pictures in the Mirror
2000,20,Bodyjar,Not The Same
2000,21,Limp Bizkit,My Generation
2000,22,Moby,Porcelain
2000,23,You Am I,Damage
2000,24,Bomfunk MCs,Freestyler
2000,25,Shihad,Pacifier
2000,26,The Eels,Mr. E's Beautiful Blues
2000,27,Limp Bizkit,Take a Look Around
2000,28,George,Bastard Son
2000,29,Stone Temple Pilots,Sour Girl
2000,30,Jebediah,Please Leave
2000,31,Travis,Why Does It Always Rain On Me?
2000,32,Spiller,Groovejet (If This Ain't Love)
2000,33,Grinspoon,Rock Show
2000,34,A Perfect Circle,Judith
2000,35,Gomez,We Haven't Turned Around
2000,36,Cypress Hill,Rock Superstar
2000,37,The Whitlams,Thank You (For Loving Me at My Worst)
2000,38,Gomez,Machismo
2000,39,Placebo,Taste in Men
2000,40,Papa Roach,Last Resort
2000,41,Millencolin,Penguins & Polarbears
2000,42,Radiohead,Everything in Its Right Place
2000,43,Fatboy Slim,Sunset (Bird of Prey)
2000,44,Sinead O'Connor,Daddy I'm Fine
2000,45,Moloko,The Time Is Now
2000,46,Filter,Take a Picture
2000,47,Placebo,Slave to the Wage
2000,48,Regurgitator,Crush The Losers
2000,49,Dandy Warhols,Get Off
2000,50,Skulker,Naughty
2000,51,The Offspring,Original Prankster
2000,52,28 Days,Sucker
2000,53,The Hippos,Wasting My Life
2000,54,Blink-182,Man Overboard
2000,55,R.E.M.,The Great Beyond
2000,56,Friendly,I Love You But
2000,57,Groove Armada,I See You Baby
2000,58,The Fauves,Give Up Your Day Job
2000,59,Something for Kate,Beautiful Sharks
2000,60,Sinead O'Connor,No Man's Woman
2000,61,George,Spawn
2000,62,Fiona Apple,Fast as You Can
2000,63,Coldplay,Shiver
2000,64,Everlast,Black Jesus
2000,65,Motor Ace,American Shoes
2000,66,Bodyjar,Fall to the Ground
2000,67,Machine Gun Fellatio,Mofo On A Motor Cycle
2000,68,OPM,Heaven Is A Halfpipe
2000,69,MxPx,Responsibility
2000,70,Killing Heidi,Superman/Supergirl
2000,71,Frenzal Rhomb,Nothing's Wrong
2000,72,Tex Perkins,I Know You Know I Know
2000,73,Grinspoon,Secrets
2000,74,Groove Terminator,One More Time (Sunshine Song)
2000,75,Slipknot,Wait and Bleed
2000,76,NOFX,Bottles To The Ground
2000,77,Rage Against the Machine,Maria
2000,78,The Smashing Pumpkins,Stand Inside Your Love
2000,79,Metallica,No Leaf Clover
2000,80,Skulker,Hej
2000,81,Korn,Make Me Bad
2000,82,Muse,Sunburn
2000,83,Skunkhour,Kick In The Door
2000,84,Metallica,I Disappear
2000,85,Pearl Jam,Nothing as It Seems
2000,86,Klinger,Hello Cruel World
2000,87,Madonna,Music
2000,88,Morcheeba,Rome Wasn't Built In A Day
2000,89,Brassy,Work It Out
2000,90,PJ Harvey,Good Fortune
2000,91,Area-7,Start Making Sense
2000,92,Killing Heidi,Live Without It
2000,93,Reef,Set The Record Straight
2000,94,U2,The Ground Beneath Her Feet
2000,95,Rage Against the Machine,Renegades of Funk
2000,96,Silverchair,Paint Pastel Princess
2000,97,Klinger,Ben Lee
2000,98,Motor Ace,Death Defy
2000,99,Madison Avenue,Who the Hell Are You
2000,100,Green Day,Warning
2001,1,Alex Lloyd,Amazing
2001,2,Something for Kate,Monsters
2001,3,System of a Down,Chop Suey!
2001,4,Basement Jaxx,Where's Your Head At?
2001,5,John Butler Trio,Betterman
2001,6,Alien Ant Farm,Smooth Criminal
2001,7,Weezer,Island In The Sun
2001,8,The Avalanches,Since I Left You
2001,9,Gorillaz,Clint Eastwood
2001,10,Cake,Short Skirt/Long Jacket
2001,11,Garbage,Cherry Lips (Go Baby Go!)
2001,12,The Strokes,Last Nite
2001,13,Something for Kate,Three Dimensions
2001,14,Tool,Schism
2001,15,Gorillaz,19-2000
2001,16,28 Days/Apollo 440,Say What?
2001,17,Ben Folds,Rockin' The Suburbs
2001,18,Rage Against the Machine,Renegades of Funk
2001,19,George,Special Ones
2001,20,Weezer,Hash Pipe
2001,21,Fatboy Slim,Weapon of Choice
2001,22,Ben Harper,Drugs Don't Work
2001,23,PJ Harvey/Thom Yorke,This Mess We're In
2001,24,Gerling,Dust Me Selecta
2001,25,Eskimo Joe,Wake Up
2001,26,Jamiroquai,Little L
2001,27,Regurgitator,Fat Cop
2001,28,Jebediah,Fall Down
2001,29,John Butler Trio,Take
2001,30,Machine Gun Fellatio,The Girl Of My Dreams (Is Giving Me Nightmares)
2001,31,Eskimo Joe,Planet Earth
2001,32,Placebo,Special K
2001,33,James,Getting Away With It (All Messed Up)
2001,34,Eskimo Joe,Who Sold Her Out
2001,35,Dido,Thank You
2001,36,Radiohead,Pyramid Song
2001,37,Something for Kate,Twenty Years
2001,38,New Order,Crystal
2001,39,The Cruel Sea,Cocaine
2001,40,U2,Elevation {Tomb Raider Remix}
2001,41,Regurgitator,Superstraight
2001,42,The Whitlams,Duffy's Song (I Will Not Go Quietly)
2001,43,The Eels,Souljacker
2001,44,Garbage,Androgyny
2001,45,Tori Amos,Strange Little Girl
2001,46,The Smashing Pumpkins,Untitled
2001,47,Augie March,There Is No Such Place
2001,48,Groove Armada,Superstylin'
2001,49,Tool,Parabola
2001,50,Paul Mac,Just The Thing
2001,51,Nick Cave & The Bad Seeds,Fifteen Feet Of Pure White Snow
2001,52,They Might Be Giants,Man It's So Loud In Here
2001,53,Motor Ace,Hey Driver
2001,54,Blink-182,The Rock Show
2001,55,Linkin Park,One Step Closer
2001,56,You Am I,Kick A Hole In The Sky
2001,57,You Am I,Get Up
2001,58,Jimmy Eat World,Bleed American
2001,59,The Strokes,Hard To Explain
2001,60,At the Drive-In,Pattern Against User
2001,61,Daft Punk,One More Time
2001,62,Jamiroquai,You Give Me Something
2001,63,Alex Lloyd,Downtown
2001,64,The White Stripes,Hotel Yorba
2001,65,Ash,Burn Baby Burn
2001,66,The Strokes,New York City Cops
2001,67,Ben Folds,Not The Same
2001,68,Blueline Medic,Making The Nouveau Riche
2001,69,Unwritten Law,Up All Night
2001,70,Rammstein,Links 2-3-4
2001,71,Spiderbait,Outta My Head
2001,72,The Living End,Roll On
2001,73,Muse,Plug In Baby
2001,74,Radiohead,Knives Out
2001,75,Groove Armada,My Friend
2001,76,The Avalanches,Radio
2001,77,Big Heavy Stuff,Hibernate
2001,78,Cruel Sea,A Simple Goodbye
2001,79,R.E.M.,Imitation of Life
2001,80,Muse,Bliss
2001,81,Crazy Town,Butterfly
2001,82,Lazaro's Dog,Home Entertainment System
2001,83,Ash,Shining Light
2001,84,Supermen Lovers,Starlight
2001,85,At the Drive-In,Invalid Litter Dept.
2001,86,Rhubarb,Light On Your Shoulder
2001,87,Michael Franti and Spearhead,Rock The Nation
2001,88,Spiderbait,Four On The Floor
2001,89,Muse,New Born
2001,90,New Order,60 Miles an Hour
2001,91,Sum 41,Fat Lip
2001,92,George,Run
2001,93,Butthole Surfers,The Shame of Life
2001,94,Depeche Mode,I Feel Loved
2001,95,Good Charlotte,Little Things
2001,96,Pennywise,Fuck Authority
2001,97,Superheist,Step Back
2001,98,Faithless,We Come 1
2001,99,The Chemical Brothers,It Began in Afrika
2001,100,Endorphin,Sex And Violence
2002,1,Queens of the Stone Age,No One Knows
2002,2,Grinspoon,Chemical Heart
2002,3,The Waifs,London Still
2002,4,1200 Techniques,Karma
2002,5,The Vines,Get Free
2002,6,Machine Gun Fellatio,Rollercoaster
2002,7,Eminem,Lose Yourself
2002,8,Machine Gun Fellatio,Pussytown
2002,9,Red Hot Chili Peppers,By the Way
2002,10,Silverchair,The Greatest View
2002,11,Foo Fighters,The One
2002,12,Nirvana,You Know You're Right
2002,13,Foo Fighters,All My Life
2002,14,Grinspoon,Lost Control
2002,15,Grinspoon,No Reason
2002,16,Red Hot Chili Peppers,The Zephyr Song
2002,17,Eminem,Without Me
2002,18,System of a Down,Toxicity
2002,19,The Vines,Highly Evolved
2002,20,Audioslave,Cochise
2002,21,The Vines,Outtathaway!!
2002,22,Ben Lee,"Something Borrowed, Something Blue"
2002,23,Foo Fighters,Times Like These
2002,24,Weezer,Keep Fishin'
2002,25,Silverchair,Without You
2002,26,Salmon Hater,6.66
2002,27,John Butler Trio,Home Is Where the Heart Is
2002,28,Pearl Jam,I Am Mine
2002,29,Motor Ace,Carry On
2002,30,The Vines,Ms. Jackson
2002,31,Bodyjar,One in a Million
2002,32,George,Release
2002,33,The Hives,Hate to Say I Told You So
2002,34,Pacifier,Comfort Me
2002,35,Silverchair,Luv Your Life
2002,36,Waikiki,Here Comes September
2002,37,System of a Down,Aerials
2002,38,The Drugs,The Bold and the Beautiful
2002,39,Coldplay,In My Place
2002,40,The Whitlams,Fall For You
2002,41,28 Days,What's the Deal
2002,42,The Streets,Don't Mug Yourself
2002,43,George,Breaking It Slowly
2002,44,Queens of the Stone Age,God is in the Radio
2002,45,Darren Hanlon,Punk's Not Dead
2002,46,N.E.R.D,Rock Star
2002,47,Grinspoon,1000 Miles
2002,48,Queens of the Stone Age,Go with the Flow
2002,49,Jurassic 5,What's Golden
2002,50,Jamiroquai,You Give Me Something
2002,51,Wilcannia Mob,Down River
2002,52,The Living End,One Said to the Other
2002,53,Basement Jaxx,Get Me Off
2002,54,The Androids,Do it With Madonna
2002,55,Foo Fighters,Disenchanted Lullaby
2002,56,Queens of the Stone Age,First It Giveth
2002,57,Jamiroquai,Love Foolosphy
2002,58,PJ Harvey and Gordon Gano,Hitting the Ground
2002,59,Machine Gun Fellatio,Take It Slow
2002,60,JXL vs Elvis Presley,A Little Less Conversation
2002,61,Moby,We Are All Made of Stars
2002,62,Silverchair,Across the Night
2002,63,Something for Kate,Say Something
2002,64,Gomez,Shot Shot
2002,65,Area-7,Nobody Likes a Bogan
2002,66,Augie March,This Train Will Be Taking No Passengers
2002,67,Waikiki,New Technology
2002,68,Black Rebel Motorcycle Club,Whatever Happened to My Rock'n Roll
2002,69,Coldplay,Clocks
2002,70,Frenzal Rhomb,Bucket Bong
2002,71,Basement Jaxx,Do Your Thing
2002,72,Audioslave,Show Me How to Live
2002,73,Weezer,Dope Nose
2002,74,Sonic Animation,I'm a DJ
2002,75,Ms. Dynamite,Dy-na-mi-tee
2002,76,Silverchair,World Upon Your Shoulders
2002,77,The Streets,Has it Come to This?
2002,78,Badly Drawn Boy,Something to Talk About
2002,79,You Am I,Who Put the Devil in You
2002,80,The Waifs,Highway One
2002,81,Queens of the Stone Age,You Think I Ain't Worth a Dollar
2002,82,Ben Harper,Strawberry Fields Forever
2002,83,28 Days,Take Me Away
2002,84,Oasis,Little By Little
2002,85,The Chemical Brothers,Star Guitar
2002,86,Eminem,Cleaning Out My Closet
2002,87,System of a Down,Innervision
2002,88,The Fergusons,Everything's Gone Bad
2002,89,Groove Armada,Purple Haze
2002,90,Badly Drawn Boy,Silent Sigh
2002,91,Rocket Science,Being Followed
2002,92,Antiskeptic,Called
2002,93,Tori Amos,A Sorta Fairytale
2002,94,Spiderbait,Arse Huggin' Pants
2002,95,Machine Translations,She Wears a Mask
2002,96,The Waifs,Lies
2002,97,U2,Electrical Storm
2002,98,Cartman,Shock (Living Without You)
2002,99,Bodyjar,Too Drunk to Drive
2002,100,Coldplay,A Rush of Blood to the Head
2003,1,Jet,Are You Gonna Be My Girl?
2003,2,OutKast,Hey Ya!
2003,3,The White Stripes,Seven Nation Army
2003,4,Powderfinger,(Baby I've Got You) On My Mind
2003,5,Coldplay,Clocks {Royksopp Remix}
2003,6,The Cat Empire,Hello
2003,7,Powderfinger,Sunsets
2003,8,The John Butler Trio,Zebra
2003,9,Hilltop Hoods,The Nosebleed Section
2003,10,Powderfinger,Love Your Way
2003,11,Something for Kate,Deja Vu
2003,12,The Waifs,Lighthouse
2003,13,The Dandy Warhols,We Used to Be Friends
2003,14,The White Stripes,The Hardest Button to Button
2003,15,Butterfingers,I Love Work
2003,16,Little Birdy,Relapse
2003,17,Jack Johnson,Taylor
2003,18,Ben Harper,Diamonds on the Inside
2003,19,Jet,Rollover DJ
2003,20,Pete Murray,Feeler
2003,21,Epicure,Armies Against Me
2003,22,Red Hot Chili Peppers,Fortune Faded
2003,23,The Living End,Who's Gonna Save Us?
2003,24,Jack Johnson,The Horizon Has Been Defeated
2003,25,Little Birdy,Baby Blue
2003,26,Frenzal Rhomb,Russell Crowe's Band
2003,27,Ben Folds,There's Always Someone Cooler Than You
2003,28,Electric Six,Danger! High Voltage
2003,29,Ben Harper,With My Own Two Hands
2003,30,Placebo,The Bitter End
2003,31,Muse,Time Is Running Out
2003,32,The Dandy Warhols,You Were The Last High
2003,33,Electric Six,Gay Bar
2003,34,Michael Franti and Spearhead,Everyone Deserves Music
2003,35,Magic Dirt,Plastic Loveless Letter
2003,36,Jane's Addiction,Just Because
2003,37,The Cat Empire,Days Like These
2003,38,Butterfingers,Everytime
2003,39,Alex Lloyd,Coming Home
2003,40,Jack Johnson,Times Like These
2003,41,The Beautiful Girls,Black Bird
2003,42,Muse,Stockholm Syndrome
2003,43,The Strokes,12:51
2003,44,Hilltop Hoods,Dumb Enough
2003,45,A Perfect Circle,Weak and Powerless
2003,46,The Herd,77%
2003,47,Michael Franti and Spearhead,Bomb The World
2003,48,Radiohead,There There
2003,49,Radiohead,2 + 2 = 5
2003,50,The Waifs,Fisherman's Daughter
2003,51,The John Butler Trio,Sista (Live)
2003,52,The Bens,Just Pretend
2003,53,Blink-182,Feeling This
2003,54,Xavier Rudd,Let Me Be
2003,55,Missy Higgins,Greed For Your Love
2003,56,NOFX,Franco Un-American
2003,57,Missy Elliott,Work It
2003,58,AFI,"The Leaving Song, Pt. II"
2003,59,Gus and Frank,So Entertaining
2003,60,Magic Dirt,Watch Out Boys
2003,61,Metallica,St. Anger
2003,62,The Beautiful Girls,Music
2003,63,Something for Kate,Song For A Sleepwalker
2003,64,Belle and Sebastian,"Step into My Office, Baby"
2003,65,Andromeda,Something White And Sigmund
2003,66,The Living End,Tabloid Magazine
2003,67,Amiel,Lovesong
2003,68,The Butterfly Effect,1 Second Of Insanity
2003,69,Muse,Hysteria
2003,70,A Perfect Circle,The Outsider
2003,71,AFI,Girl's Not Grey
2003,72,Placebo,Running Up That Hill
2003,73,Epicure,Life Sentence
2003,74,Cody ChesnuTT,Look Good In Leather
2003,75,The Roots,The Seed (2.0) {ft. Cody ChesnuTT}
2003,76,Powderfinger,Rockin' Rocks
2003,77,Powderfinger,Stumblin'
2003,78,Gerling,Who's Ya Daddy?
2003,79,Kelis,Milkshake
2003,80,Benny Benassi Presents The Biz,Satisfaction
2003,81,The Chemical Brothers,The Golden Path {ft. The Flaming Lips}
2003,82,Basement Jaxx,Good Luck {ft. Lisa Kekaula}
2003,83,The Strokes,Reptilia
2003,84,Chicks On Speed,We Don't Play Guitars {ft. Peaches}
2003,85,Missy Elliott,Pass That Dutch
2003,86,Pete Murray,Lines
2003,87,Junior Senior,Move Your Feet
2003,88,Machine Gun Fellatio,Voices In My Head
2003,89,The White Stripes,"Girl, You Have No Faith In Medicine"
2003,90,Offcutts,Break It (Down James Brown)
2003,91,The Sleepy Jackson,Vampire Racecourse
2003,92,Gyroscope,"Doctor, Doctor"
2003,93,The White Stripes,I Just Don't Know What to Do with Myself
2003,94,The White Stripes,"In The Cold, Cold Night"
2003,95,Placebo,Special Needs
2003,96,Soggy Bottom Boys,Man of Constant Sorrow {Skeewiff Remix}
2003,97,The Darkness,Growing On Me
2003,98,Blur,Out of Time
2003,99,The Mars Volta,Inertiatic ESP
2003,100,The Cat Empire,The Chariot
2004,1,Franz Ferdinand,Take Me Out
2004,2,Missy Higgins,Scar
2004,3,Eskimo Joe,From the Sea
2004,4,The Killers,Somebody Told Me
2004,5,Spiderbait,Black Betty
2004,6,Missy Higgins,Ten Days
2004,7,John Butler Trio,Somethings Gotta Give
2004,8,Little Birdy,Beautiful to Me
2004,9,Powderfinger,Bless My Soul
2004,10,The White Stripes,Jolene {Live}
2004,11,Modest Mouse,Float On
2004,12,The Dresden Dolls,Coin-Operated Boy
2004,13,The Killers,Mr. Brightside
2004,14,Evermore,It's Too Late
2004,15,Ben Lee,Gamble Everything for Love
2004,16,Grinspoon,Hard Act to Follow
2004,17,Butterfingers,Yo Mama
2004,18,The Streets,Fit But You Know It
2004,19,The Streets,Dry Your Eyes
2004,20,Spiderbait,Fucken Awesome
2004,21,William Shatner,Common People
2004,22,Green Day,American Idiot
2004,23,Scissor Sisters,Take Your Mama
2004,24,Jet,Look What You've Done
2004,25,John Butler Trio,Treat Yo' Mama
2004,26,Grinspoon,Better Off Alone
2004,27,Sarah Blasko,Don't U Eva
2004,28,Beastie Boys,Ch-Check It Out
2004,29,Franz Ferdinand,This Fire
2004,30,The Dresden Dolls,Girl Anachronism
2004,31,Kings of Leon,The Bucket
2004,32,Eskimo Joe,Older Than You
2004,33,The Bees,Chicken Payback
2004,34,Machine Gun Fellatio,What the Fuck?
2004,35,Scribe,Not Many - The Remix!
2004,36,Jeff Buckley,Forget Her
2004,37,Ben Folds,Adelaide
2004,38,U2,Vertigo
2004,39,The Killers,Smile Like You Mean It
2004,40,Little Birdy,This is a Love Song
2004,41,Faithless,Mass Destruction
2004,42,Lior,This Old Love
2004,43,Dogs Die in Hot Cars,Godhopping
2004,44,Scissor Sisters,Take Me Out {Franz Ferdinand cover}
2004,45,Wolfmother,Woman
2004,46,Rammstein,Amerika
2004,47,The Living End,I Can't Give You What I Haven't Got
2004,48,Elliott Smith,Memory Lane
2004,49,Missy Higgins,Casualty
2004,50,Franz Ferdinand,The Dark of the Matinee
2004,51,John Butler Trio,What You Want
2004,52,Regurgitator,My Friend Robot
2004,53,Placebo,English Summer Rain
2004,54,The Waifs,Bridal Train
2004,55,The Hives,Walk Idiot Walk
2004,56,Xavier Rudd,Shelter
2004,57,Evermore,For One Day
2004,58,Scissor Sisters,Laura
2004,59,Xavier Rudd,Solace
2004,60,Your Wedding Night,Lachlan
2004,61,Deep Dish,Flash Dance
2004,62,Eskimo Joe,Smoke
2004,63,N.E.R.D.,She Wants to Move
2004,64,Epicure,Self Destruct in 5
2004,65,Chemical Brothers,Galvanize
2004,66,Devendra Banhart,Little Yellow Spider
2004,67,The Black Keys,10am Automatic
2004,68,Powderfinger,Process This
2004,69,The Freestylers,Push Up
2004,70,Starsailor,Four to the Floor {Thin White Duke Remix}
2004,71,The Von Bondies,C'mon C'mon
2004,72,The Polyphonic Spree,Hold Me Now
2004,73,The Panda Band,Sleepy Little Deathtoll Town
2004,74,Interpol,Slow Hands
2004,75,The Spazzys,Paco Doesn't Love Me
2004,76,Interpol,Evil
2004,77,Snow Patrol,Run
2004,78,Little Birdy,Tonight's the Night
2004,79,Dallas Crane,Dirty Hearts
2004,80,The Dissociatives,Young Man Old Man
2004,81,End of Fashion,Rough Diamonds
2004,82,Mylo,Drop the Pressure
2004,83,Dallas Crane,Numb All Over
2004,84,Dogs Die in Hot Cars,I Love You Because I Have To
2004,85,Regurgitator,The Drop
2004,86,The Unicorns,I Was Born (A Unicorn)
2004,87,Sia,Breathe Me
2004,88,A Perfect Circle,Imagine
2004,89,Jet,Get What You Need
2004,90,The Greenskeepers,Lotion
2004,91,Decoder Ring,Somersault
2004,92,Scissor Sisters,Comfortably Numb
2004,93,John Butler Trio,Hello
2004,94,The Vines,Ride
2004,95,Placebo,Twenty Years
2004,96,After the Fall,Mirror Mirror
2004,97,Gyroscope,Safe Forever
2004,98,Gomez,Catch Me Up
2004,99,The Butterfly Effect,Always
2004,100,Fabienne Delsol,I'm Gonna Haunt You
2005,1,Bernard Fanning,Wish You Well
2005,2,Ben Lee,Catch My Disease
2005,3,Gorillaz,Feel Good Inc.
2005,4,Foo Fighters,Best of You
2005,5,Gorillaz,DARE
2005,6,Wolfmother,Mind's Eye
2005,7,The White Stripes,My Doorbell
2005,8,End of Fashion,O Yeah
2005,9,Wolfmother,Joker and the Thief
2005,10,Franz Ferdinand,Do You Want To
2005,11,Butterfingers,"Figjam (Fuck I'm Good, Just Ask Me)"
2005,12,Datarock,Computer Camp Love
2005,13,Kanye West,Gold Digger
2005,14,Bernard Fanning,Songbird
2005,15,Sarah Blasko,Flame Trees
2005,16,Wolfmother,Apple Tree
2005,17,The White Stripes,Blue Orchid
2005,18,The Herd,I Was Only 19
2005,19,Josh Pyke,Middle Of The Hill
2005,20,Foo Fighters,DOA
2005,21,Faker,Hurricane
2005,22,Kisschasy,Do-Do's & Whoa-Oh's
2005,23,Bloc Party,Two More Years
2005,24,The Bloodhound Gang,Foxtrot Uniform Charlie Kilo
2005,25,The Cat Empire,The Car Song
2005,26,Coldplay,Fix You
2005,27,System of a Down,B.Y.O.B.
2005,28,Kaiser Chiefs,Everyday I Love You Less And Less
2005,29,Gyroscope,Fast Girl
2005,30,After The Fall,Concrete Boots
2005,31,Missy Higgins,The Special Two
