Year,Position,Artist,Song
2005,32,Cog,My Enemy
2005,33,The Butterfly Effect,Phoenix
2005,34,Kaiser Chiefs,I Predict a Riot
2005,35,Beck,Girl
2005,36,Coldplay,Speed of Sound
2005,37,Wolfmother,Dimension
2005,38,The Cat Empire,Sly
2005,39,Wolfmother,Colossal
2005,40,Bloc Party,Helicopter
2005,41,Gorillaz,Dirty Harry
2005,42,Grinspoon,Sweet as Sugar
2005,43,Lior,Autumn Flow
2005,44,Emiliana Torrini,Sunny Road
2005,45,Bloc Party,Positive Tension
2005,46,The Strokes,Juicebox
2005,47,Missy Higgins,Stuff and Nonsense
2005,48,The Bravery,An Honest Mistake
2005,49,The Living End,What's on Your Radio
2005,50,Arctic Monkeys,I Bet You Look Good on the Dancefloor
2005,51,Audioslave,Be Yourself
2005,52,DVDA (from Team America: World Police),"America, Fuck Yeah"
2005,53,Ben Lee,We're All In This Together
2005,54,The Cat Empire,Two Shoes
2005,55,Ben Folds,Landed
2005,56,Architecture in Helsinki,It'5!
2005,57,System of a Down,Radio/Video
2005,58,Queens of the Stone Age,Little Sister
2005,59,Martha Wainwright,Bloody Mother Fucking Asshole
2005,60,The Dandy Warhols,All the Money or the Simple Life Honey
2005,61,Green Day,Jesus of Suburbia
2005,62,Gyroscope,Beware Wolf
2005,63,Clare Bowditch,Divorcee By 23
2005,64,Jack Johnson,"Sitting, Waiting, Wishing"
2005,65,Sarah Blasko,Always Worth It
2005,66,Ween,Gabrielle
2005,67,The White Stripes,The Denial Twist
2005,68,The Beautiful Girls,Ashes
2005,69,Butterfingers,Jesus I Was Evil
2005,70,The Mountain Goats,This Year
2005,71,Cog,Run
2005,72,The Bedroom Philosopher,I'm So Postmodern
2005,73,Jack Johnson,Better Together
2005,74,Missy Higgins,The Sound Of White
2005,75,Beck,Que Onda Guero
2005,76,System of a Down,Hypnotize
2005,77,Bright Eyes,First Day of My Life
2005,78,After The Fall,The Fighter
2005,79,Babyshambles,Fuck Forever
2005,80,The Chemical Brothers,Believe
2005,81,The Beautiful Girls,Let's Take the Long Way Home
2005,82,The Dandy Warhols,Smoke It
2005,83,Scissor Sisters,Filthy/Gorgeous
2005,84,Wolfmother,White Unicorn
2005,85,Epicure,Tightrope Walker
2005,86,Ben Lee,Into the Dark
2005,87,The Herd,We Can't Hear You
2005,88,Bloc Party,Like Eating Glass
2005,89,Ben Folds,Bastard
2005,90,Franz Ferdinand,Walk Away
2005,91,Emiliana Torrini,Heartstopper
2005,92,Xavier Rudd,Messages
2005,93,Franz Ferdinand,The Fallen
2005,94,Clare Bowditch,On This Side
2005,95,Kisschasy,Face Without a Name
2005,96,Little Birdy,Six Months in a Leaky Boat
2005,97,Karnivool,Themata
2005,98,Garbage,Why Do You Love Me
2005,99,The Wrights,Evie Pt. 1
2005,100,The Cat Empire,Party Started
2006,1,Augie March,One Crowded Hour
2006,2,Eskimo Joe,"Black Fingernails, Red Wine"
2006,3,Hilltop Hoods,The Hard Road
2006,4,The Killers,When You Were Young
2006,5,Scissor Sisters,I Don't Feel Like Dancin'
2006,6,Gnarls Barkley,Crazy
2006,7,Snow Patrol,Chasing Cars
2006,8,Gotye,Hearts a Mess
2006,9,Muse,Starlight
2006,10,The Grates,19-20-20
2006,11,Little Birdy,"Come On, Come On"
2006,12,The John Butler Trio,Funky Tonight
2006,13,My Chemical Romance,Welcome to the Black Parade
2006,14,OK Go,Here It Goes Again
2006,15,Lily Allen,Smile
2006,16,Peter Bjorn and John,Young Folks
2006,17,The Grates,Science is Golden
2006,18,Muse,Supermassive Black Hole
2006,19,Lupe Fiasco,"Kick, Push"
2006,20,Regina Spektor,Fidelity
2006,21,Youth Group,Forever Young
2006,22,Tool,Vicarious
2006,23,Hilltop Hoods,Clown Prince
2006,24,Yeah Yeah Yeahs,Gold Lion
2006,25,Placebo,Meds
2006,26,Camille,Ta Douleur
2006,27,The Strokes,You Only Live Once
2006,28,The Saboteurs,"Steady, As She Goes"
2006,29,Tool,The Pot
2006,30,Arctic Monkeys,When the Sun Goes Down
2006,31,The Killers,Bones
2006,32,The Butterfly Effect,Gone
2006,33,The Cops,Call Me Anytime
2006,34,Red Hot Chili Peppers,Dani California
2006,35,Lily Allen,LDN
2006,36,Bob Evans,Nowhere Without You
2006,37,Bob Evans,Don't You Think It's Time
2006,38,Josh Pyke,Memories and Dust
2006,39,The Butterfly Effect,A Slow Descent
2006,40,Basement Jaxx,Take Me Back to Your House
2006,41,Hilltop Hoods,What a Great Night
2006,42,The Grates,Inside Outside
2006,43,Angus and Julia Stone,Paper Aeroplane
2006,44,Lady Sovereign,Love Me or Hate Me
2006,45,Karnivool,Roquefort {ft. The Cat Empire}
2006,46,AFI,Miss Murder
2006,47,Pony Up!,The Truth About Cats & Dogs (Is That They Die)
2006,48,Regina Spektor,On the Radio
2006,49,Arctic Monkeys,Fake Tales of San Francisco
2006,50,The Strokes,Heart in a Cage
2006,51,Something for Kate,Cigarettes and Suitcases
2006,52,The Herd,Unpredictable
2006,53,The Living End,Wake Up
2006,54,Eagles of Death Metal,I Want You So Hard (Boy's Bad News)
2006,55,Wolfmother,Woman {MSTRKRFT Remix}
2006,56,Hilltop Hoods,Stopping All Stations
2006,57,Josh Pyke,Private Education
2006,58,Sarah Blasko,Always On This Line
2006,59,Placebo,Song to Say Goodbye
2006,60,Hot Chip,Over and Over
2006,61,Foo Fighters,Everlong {Acoustic Live}
2006,62,Justice Vs Simian,We Are Your Friends
2006,63,TV on the Radio,Wolf Like Me
2006,64,Something With Numbers,Apple of the Eye (Lay Me Down)
2006,65,Bloc Party,The Prayer
2006,66,Yeah Yeah Yeahs,Phenomena
2006,67,AFI,Love Like Winter
2006,68,Darren Hanlon,Happiness Is A Chemical
2006,69,Beck,Nausea
2006,70,Ben Folds,Such Great Heights
2006,71,The Grates,Lies Are Much More Fun
2006,72,Jet,Put Your Money Where Your Mouth Is
2006,73,Matisyahu,King Without a Crown
2006,74,Snow Patrol,Hands Open
2006,75,Ben Kweller,Sundress
2006,76,Jet,Rip It Up
2006,77,Hilltop Hoods,Recapturing The Vibe
2006,78,Placebo,Infra-red
2006,79,Sarah Blasko,Explain
2006,80,Wolfmother,Love Train
2006,81,Gnarls Barkley,Gone Daddy Gone
2006,82,Freestylers/Pendulum,Painkiller
2006,83,Butterfingers,Get Up Outta The Dirt
2006,84,Thom Yorke,Black Swan
2006,85,Infadels,Love Like Semtex
2006,86,Kanye West,Touch the Sky {ft. Lupe Fiasco}
2006,87,Ben Harper,Better Way
2006,88,Pendulum,Tarantula
2006,89,Arctic Monkeys,Mardy Bum
2006,90,Jurassic 5,Work It Out {ft. Dave Matthews Band}
2006,91,Panic! at the Disco,The Only Difference Between Martyrdom and Suicide Is Press Coverage
2006,92,Lily Allen,Alfie
2006,93,Lily Allen,Everything's Just Wonderful
2006,94,Gotye,Learnalilgivinanlovin
2006,95,Eskimo Joe,New York
2006,96,Red Riders,Slide In Next To Me
2006,97,Pearl Jam,World Wide Suicide
2006,98,The Gossip,Standing In The Way Of Control
2006,99,Audioslave,Original Fire
2006,100,Blue King Brown,Come And Check Your Head
2007,1,Muse,Knights of Cydonia
2007,2,Silverchair,Straight Lines
2007,3,Kings of Leon,On Call
2007,4,The John Butler Trio,Better Than
2007,5,Faker,This Heart Attack
2007,6,Foo Fighters,The Pretender
2007,7,Daft Punk,"Harder, Better, Faster, Stronger {Alive 2007}"
2007,8,Cold War Kids,Hang Me Up to Dry
2007,9,Soko,I'll Kill Her
2007,10,The Panics,Don't Fight It
2007,11,Bluejuice,Vitriol
2007,12,The Wombats,Let's Dance to Joy Division
2007,13,Kaiser Chiefs,Ruby
2007,14,Muscles,Ice Cream
2007,15,Powderfinger,Lost and Running
2007,16,Gyroscope,Snakeskin
2007,17,M.I.A,Paper Planes
2007,18,The Presets,My People
2007,19,Architecture in Helsinki,Heart It Races
2007,20,Kanye West,Stronger
2007,21,The Chemical Brothers,The Salmon Dance
2007,22,The John Butler Trio,Used To Get High
2007,23,The White Stripes,Icky Thump
2007,24,Bloc Party,Hunting For Witches
2007,25,Urthboy,We Get Around
2007,26,Hilltop Hoods,Recapturing The Vibe (Restrung)
2007,27,Operator Please,Just a Song About Ping Pong
2007,28,Silversun Pickups,Lazy Eye
2007,29,Regina Spektor,Real Love {Like A Version}
2007,30,Silverchair,If You Keep Losing Sleep
2007,31,Angus and Julia Stone,Wasted
2007,32,Kisschasy,Opinions Won't Keep You Warm at Night
2007,33,Kings of Leon,Fans
2007,34,Feist,1234
2007,35,Justice,D.A.N.C.E.
2007,36,Architecture in Helsinki,Hold Music
2007,37,Cold War Kids,Hospital Beds
2007,38,The Beautiful Girls,I Thought About You
2007,39,Cut Copy,Hearts on Fire
2007,40,Bloc Party,I Still Remember
2007,41,Modest Mouse,Dashboard
2007,42,Tegan and Sara,Back In Your Head
2007,43,Lupe Fiasco,Superstar
2007,44,My Chemical Romance,Teenagers
2007,45,Angus and Julia Stone,The Beast
2007,46,British India,Tie Up My Hands
2007,47,Cog,What If
2007,48,Bloc Party,Flux
2007,49,Arctic Monkeys,Fluorescent Adolescent
2007,50,The Cat Empire,So Many Nights
2007,51,Missy Higgins,Peachy
2007,52,Kisschasy,Spray on Pants
2007,53,Missy Higgins,Steer
2007,54,Klaxons,Golden Skans
2007,55,The John Butler Trio,Good Excuse
2007,56,Xavier Rudd,Better People
2007,57,Midnight Juggernauts,Into the Galaxy
2007,58,Muse,Invincible
2007,59,The Fratellis,Chelsea Dagger
2007,60,Kings of Leon,Charmer
2007,61,Birds of Tokyo,Wayside
2007,62,The Cat Empire,No Longer There
2007,63,Karnivool,The Only Way {Gotye cover}
2007,64,The Shins,Australia
2007,65,Editors,Smokers Outside the Hospital Doors
2007,66,Powderfinger,I Don't Remember
2007,67,Amy Winehouse,Rehab {Jay-Z Remix}
2007,68,Ben Kweller,Penny on the Train Track
2007,69,Digitalism,Pogo
2007,70,Tegan and Sara,The Con
2007,71,The Butterfly Effect,Reach
2007,72,Jose Gonzalez,Down the Line
2007,73,Grinspoon,Black Tattoo
2007,74,British India,Run the Red Light
2007,75,Kasabian,Shoot the Runner
2007,76,Muscles,Sweaty
2007,77,Operator Please,Get What You Want
2007,78,Arctic Monkeys,Brianstorm
2007,79,Josh Pyke,Lines On Palms
2007,80,Silverchair,Reflections of a Sound
2007,81,Arcade Fire,No Cars Go
2007,82,Foo Fighters,Long Road to Ruin
2007,83,Wolfmother,Pleased to Meet You
2007,84,The Chemical Brothers,Do It Again
2007,85,Yeah Yeah Yeahs,Down Boy
2007,86,Midnight Juggernauts,Tombstone
2007,87,Jackson Jackson,Eliza
2007,88,The Cops,The Message
2007,89,Queens of the Stone Age,"Sick, Sick, Sick"
2007,90,Clare Bowditch and the Feeding Set,When the Lights Went Down
2007,91,Josh Pyke,Sew My Name
2007,92,The Waifs,Sun Dirt Water
2007,93,The Bumblebeez,Dr. Love
2007,94,Radiohead,Jigsaw Falling Into Place
2007,95,Regina Spektor,Samson
2007,96,Ben Lee,Love Me Like the World Is Ending
2007,97,Josh Pyke,Forever Song
2007,98,Interpol,The Heinrich Maneuver
2007,99,The Hives,Tick Tick Boom
2007,100,Pnau,Wild Strawberries
2008,1,Kings of Leon,Sex on Fire
2008,2,MGMT,Electric Feel
2008,3,Kings of Leon,Use Somebody
2008,4,Empire of the Sun,Walking on a Dream
2008,5,MGMT,Kids
2008,6,The Presets,Talk Like That
2008,7,Pez,The Festival Song {ft. 360 & Hailey Cramer}
2008,8,The Presets,This Boy's in Love
2008,9,The Ting Tings,That's Not My Name
2008,10,Drapht,Jimmy Recard
2008,11,Ladyhawke,My Delirium
2008,12,Pnau,Embrace {ft. Ladyhawke}
2008,13,The Herd,The King Is Dead
2008,14,The Rapture,No Sex for Ben
2008,15,Cut Copy,Lights & Music
2008,16,Ben Folds,You Don't Know Me {ft. Regina Spektor}
2008,17,Dizzee Rascal,Dance Wiv Me {ft. Calvin Harris & Chrome}
2008,18,MGMT,Time to Pretend
2008,19,Flight of the Conchords,Business Time
2008,20,Birds of Tokyo,Broken Bones
2008,21,Bon Iver,Skinny Love
2008,22,Birds of Tokyo,Silhouettic
2008,23,The Living End,White Noise
2008,24,Kings of Leon,Closer
2008,25,Kaiser Chiefs,Never Miss a Beat
2008,26,Ladyhawke,Paris Is Burning
2008,27,Josh Pyke,The Lighthouse Song
2008,28,Architecture in Helsinki,That Beep
2008,29,Josh Pyke,Make You Happy
2008,30,Vampire Weekend,Oxford Comma
2008,31,Cog,Bird of Feather
2008,32,Vampire Weekend,A-Punk
2008,33,The Kooks,Always Where I Need to Be
2008,34,The Grates,Burn Bridges
2008,35,Nick Cave & The Bad Seeds,"Dig, Lazarus, Dig!!!"
2008,36,Death Cab For Cutie,I Will Possess Your Heart
2008,37,British India,I Said I'm Sorry
2008,38,Cold War Kids,Something Is Not Right With Me
2008,39,Ida Maria,I Like You So Much Better When You're Naked
2008,40,Bliss n Eso,Eye of the Storm
2008,41,Soko,I Will Never Love You More
2008,42,Emiliana Torrini,Jungle Drum
2008,43,Laura Marling,Ghosts
2008,44,Art vs Science,Flippers
2008,45,Muscles,Ice Cream {Triple J live acoustic version}
2008,46,Lily Allen,The Fear
2008,47,Little Red,Coca Cola
2008,48,Something With Numbers,Stay With Me Bright Eyes
2008,49,Mystery Jets,Young Love
2008,50,Ash Grunwald,Breakout
2008,51,Birds of Tokyo,Wild Eyed Boy
2008,52,The Killers,Human
2008,53,The Butterfly Effect,Window and the Watcher
2008,54,Pnau,Baby
2008,55,Ween,Your Party
2008,56,The Presets,Yippiyo-Ay
2008,57,Santogold,L.E.S. Artistes
2008,58,Vampire Weekend,Cape Cod Kwassa Kwassa
2008,59,The Getaway Plan,Where the City Meets the Sea
2008,60,Flight of the Conchords,Most Beautiful Girl in the Room
2008,61,Bliss n Eso,The Sea is Rising
2008,62,Faker,Sleepwalking
2008,63,The Herd,2020
2008,64,"Does It Offend You, Yeah?",Dawn of the Dead
2008,65,Fleet Foxes,White Winter Hymnal
2008,66,Children Collide,Farewell Rocketship
2008,67,Flight of the Conchords,Hiphopopotamus vs. Rhymenoceros
2008,68,Empire of the Sun,We Are the People
2008,69,Hot Chip,Ready for the Floor
2008,70,Kings of Leon,Crawl
2008,71,Vampire Weekend,One (Blake's Got a New Face)
2008,72,Band of Horses,No One's Gonna Love You
2008,73,The Killers,Spaceman
2008,74,Black Kids,I'm Not Gonna Teach Your Boyfriend How To Dance With You
2008,75,Tame Impala,Half Full Glass of Wine
2008,76,Yves Klein Blue,Polka
2008,77,Drapht,Falling
2008,78,The Ting Tings,Shut Up and Let Me Go
2008,79,Sparkadia,Jealousy
2008,80,The Grates,Aw Yeah
2008,81,Weezer,Pork and Beans
2008,82,Franz Ferdinand,Ulysses
2008,83,The Grates,Carve Your Name
2008,84,Rise Against,Re-Education (Through Labor)
2008,85,Gyroscope,1981
2008,86,Muph & Plutonic,Beautiful Ugly
2008,87,Jack White and Alicia Keys,Another Way to Die
2008,88,Metallica,The Day That Never Comes
2008,89,Kanye West,Love Lockdown
2008,90,Lily Allen,Fuck You
2008,91,Lisa Mitchell,Neopolitan Dreams
2008,92,Pendulum,Propane Nightmares
2008,93,Sigur Ros,Gobbledigook
2008,94,Bliss n Eso,Woodstock 2008
2008,95,Wiley,Wearing My Rolex
2008,96,Dizzee Rascal,Flex {Dave Spoon Reflex}
2008,97,Cog,Are You Interested?
2008,98,Lyrics Born,"I Like It, I Love It"
2008,99,Muph & Plutonic,Don't Worry About Nothin'
2008,100,Dukes of Windsor,It's A War
2009,1,Mumford & Sons,Little Lion Man
2009,2,Art vs Science,Parlez Vous Francais?
2009,3,Hilltop Hoods,Chase That Feeling
2009,4,Phoenix,Lisztomania
2009,5,Bluejuice,Broken Leg
2009,6,La Roux,Bulletproof
2009,7,Lisa Mitchell,Coin Laundry
2009,8,Lily Allen,Not Fair
2009,9,Muse,Uprising
2009,10,Florence and the Machine,Dog Days Are Over
2009,11,Yeah Yeah Yeahs,Heads Will Roll
2009,12,Dizzee Rascal and Armand Van Helden,Bonkers
2009,13,Phoenix,1901
2009,14,Jamie T,Sticks 'n' Stones
2009,15,Edward Sharpe and the Magnetic Zeros,Home
2009,16,Gossip,Heavy Cross
2009,17,Kasabian,Fire
2009,18,Bag Raiders,Shooting Stars
2009,19,Muse,Undisclosed Desires
2009,20,Passion Pit,Sleepyhead
2009,21,The Temper Trap,Fader
2009,22,Vampire Weekend,Cousins
2009,23,The Bloody Beetroots,Warp 1.9 {ft. Steve Aoki}
2009,24,Flight of the Conchords,Carol Brown
2009,25,Yeah Yeah Yeahs,Zero
2009,26,Metric,Help I'm Alive
2009,27,La Roux,In for the Kill
2009,28,Sarah Blasko,We Won't Run
2009,29,Sarah Blasko,All I Want
2009,30,Flight of the Conchords,Hurt Feelings
2009,31,Seth Sentry,The Waitress Song
2009,32,Paul Dempsey,Ramona Was a Waitress
2009,33,Kid Cudi,Pursuit of Happiness {ft. MGMT & Ratatat}
2009,34,Little Birdy,Brother
2009,35,Muse,Resistance
2009,36,Weezer,(If You're Wondering If I Want You To) I Want You To
2009,37,Hilltop Hoods,Still Standing
2009,38,Passion Pit,Little Secrets
2009,39,The John Butler Trio,One Way Road
2009,40,Angus & Julia Stone,And the Boys
2009,41,Simian Mobile Disco,Audacity of Huge {ft. Chris Keating}
2009,42,British India,Vanilla
2009,43,The Bloody Beetroots,Awesome {ft. The Cool Kids}
2009,44,Florence and the Machine,Rabbit Heart (Raise It Up)
2009,45,Florence and the Machine,Drumming Song
2009,46,Bon Iver,Blood Bank
2009,47,Karnivool,Set Fire to the Hive
2009,48,The Temper Trap,Science of Fear
2009,49,Powderfinger,All of the Dreamers
2009,50,Sia,Buttons {CSS Remix}
2009,51,Kasabian,Where Did All the Love Go?
2009,52,Vampire Weekend,Horchata
2009,53,Miike Snow,Animal
2009,54,Arctic Monkeys,Crying Lightning
2009,55,Franz Ferdinand,No You Girls
2009,56,The xx,Islands
2009,57,Philadelphia Grand Jury,The Good News
2009,58,The Temper Trap,Love Lost
2009,59,Calvin Harris,I'm Not Alone
2009,60,Lily Allen,22
2009,61,Grizzly Bear,Two Weeks
2009,62,Bloc Party,One More Chance
2009,63,Karnivool,All I Know
2009,64,The Middle East,Blood
2009,65,Eskimo Joe,Foreign Land
2009,66,Illy,Pictures
2009,67,Washington,Cement
2009,68,The Prodigy,Omen
2009,69,Death Cab for Cutie,Meet Me on the Equinox
2009,70,Animal Collective,My Girls
2009,71,Bertie Blackman,Byrds of Prey
2009,72,Sia,You've Changed
2009,73,MSTRKRFT,Heartbreaker {ft. John Legend}
2009,74,Art vs Science,Friend in the Field
2009,75,Wolfmother,New Moon Rising
2009,76,Julian Casablancas,11th Dimension
2009,77,Jet,She's a Genius
2009,78,Tame Impala,Remember Me
2009,79,Yves Klein Blue,Getting Wise
2009,80,Dizzee Rascal,Holiday
2009,81,Mumford & Sons,The Cave
2009,82,Miami Horror,Sometimes
2009,83,Basement Jaxx,Raindrops
2009,84,Muse,United States of Eurasia
2009,85,Kasabian,Underdog
2009,86,Flight of the Conchords,Too Many Dicks (On the Dance Floor)
2009,87,The Middle East,The Darkest Side
2009,88,NOFX,Creeping Out Sara
2009,89,Jay-Z,D.O.A. (Death of Auto-Tune)
2009,90,Florence and the Machine,Kiss with a Fist
2009,91,Manchester Orchestra,I've Got Friends
2009,92,Friendly Fires,Skeleton Boy
2009,93,Bertie Blackman,Thump
2009,94,Regina Spektor,Blue Lips
2009,95,Silversun Pickups,Panic Switch
2009,96,Deadmau5,Ghosts N Stuff
2009,97,Regina Spektor,Laughing With
2009,98,Them Crooked Vultures,New Fang
2009,99,Tegan and Sara,Hell
2009,100,Foo Fighters,Wheels
2010,1,Angus & Julia Stone,Big Jet Plane
2010,2,Little Red,Rock It
2010,3,Ou Est Le Swimming Pool,Dance the Way I Feel
2010,4,Birds of Tokyo,Plans
2010,5,Boy & Bear,Fall at Your Feet
2010,6,Adrian Lux,Teenage Crime
2010,7,Cee-Lo Green,Fuck You!
2010,8,The Wombats,Tokyo (Vampires & Wolves)
2010,9,Art vs Science,Magic Fountain
2010,10,Mark Ronson & The Business Intl.,Somebody to Love Me {ft. Boy George & Andrew Wyatt}
2010,11,Pendulum,ABC News Theme Remix
2010,12,Drapht,Rapunzel
2010,13,Sia,Clap Your Hands
2010,14,Kanye West,Runaway {ft. Pusha T}
2010,15,Duck Sauce,Barbra Streisand
2010,16,The Jezabels,Mace Spray
2010,17,Mark Ronson & The Business Intl.,Bang Bang Bang {ft. Q-Tip & MNDR}
2010,18,Cloud Control,There's Nothing in the Water We Can't Fight
2010,19,Flight Facilities,Crave You {ft. Giselle}
2010,20,Washington,Sunday Best
2010,21,Two Door Cinema Club,Undercover Martyn
2010,22,Children Collide,Jellylegs
2010,23,Bliss n Eso,Addicted
2010,24,Sparkadia,Talking Like I'm Falling Down Stairs
2010,25,Gotye,Eyes Wide Open
2010,26,Crystal Castles,Not in Love {ft. Robert Smith}
2010,27,Dizzee Rascal & Florence and the Machine,You Got the Dirtee Love
2010,28,Darwin Deez,Radar Detector
2010,29,Illy,It Can Wait
2010,30,Yeasayer,O.N.E.
2010,31,The National,Bloodbuzz Ohio
2010,32,Foster the People,Pumped Up Kicks
2010,33,Tame Impala,Solitude Is Bliss
2010,34,The Naked and Famous,Punching in a Dream
2010,35,Mark Ronson & The Business Intl.,The Bike Song {ft. Kyle Falconer & Spank Rock}
2010,36,Chiddy Bang,Opposite of Adults
2010,37,Gorillaz,Doncamatic {ft. Daley}
2010,38,The Naked and Famous,Young Blood
2010,39,The John Butler Trio,Revolution
2010,40,Gyroscope,"Baby, I'm Gettin' Better"
2010,41,Bliss n Eso,Down by the River
2010,42,Gorillaz,On Melancholy Hill
2010,43,Yolanda Be Cool & DCUP,We No Speak Americano
2010,44,Crystal Castles,Baptism
2010,45,Boy & Bear,Rabbit Song
2010,46,Bag Raiders,Way Back Home
2010,47,Birds of Tokyo,Wild at Heart
2010,48,Pendulum,Witchcraft
2010,49,The Jezabels,Easy to Love
2010,50,Hot Chip,One Life Stand
2010,51,Yeasayer,Ambling Alp
2010,52,The John Steel Singers,Overpass
2010,53,Bliss n Eso,Reflections
2010,54,Miami Horror,Holidays
2010,55,Vampire Weekend,Giving Up the Gun
2010,56,Sia,Bring Night
2010,57,Example,Kickstarts
2010,58,Arcade Fire,The Suburbs
2010,59,Washington,Rich Kids
2010,60,Children Collide,My Eagle
2010,61,Ou Est Le Swimming Pool,Jackson's Last Stand
2010,62,Angus & Julia Stone,Hold On
2010,63,Arcade Fire,Ready to Start
2010,64,Gypsy & the Cat,Jona Vark
2010,65,Dead Letter Circus,One Step
2010,66,Cold War Kids,Audience
2010,67,Vampire Weekend,Holiday
2010,68,Andy Bull,Dog {ft. Lisa Mitchell}
2010,69,Pendulum,Watercolour
2010,70,Groove Armada,Paper Romance
2010,71,Gypsy & the Cat,The Piper's Song
2010,72,Two Door Cinema Club,I Can Talk
2010,73,Gypsy & the Cat,Time to Wander
2010,74,Tame Impala,Lucidity
2010,75,Hungry Kids of Hungary,Coming Around
2010,76,Kings of Leon,Radioactive
2010,77,Big Boi,Shutterbugg
2010,78,Gorillaz,Stylo
2010,79,Little Red,Slow Motion
2010,80,The Black Keys,Howlin' for You
2010,81,Klaxons,Echoes
2010,82,The Black Keys,Tighten Up
2010,83,Arcade Fire,Modern Man
2010,84,Washington,The Hardest Part
2010,85,Hot Chip,I Feel Better
2010,86,Evil Eddie,Queensland
2010,87,Birds of Tokyo,The Saddest Thing I Know
2010,88,Kanye West,"Monster {ft. Jay-Z, Rick Ross, Nicki Minaj & Bon Iver}"
2010,89,Interpol,Barricade
2010,90,Art vs Science,Finally See Our Way
2010,91,The Bedroom Philosopher,Northcote (So Hungover)
2010,92,LCD Soundsystem,I Can Change
2010,93,The National,Anyone's Ghost
2010,94,Xavier Rudd,Time to Smile
2010,95,Broken Bells,The High Road
2010,96,Jonsi,Go Do
2010,97,Parkway Drive,Sleepwalker
2010,98,Foals,Spanish Sahara
2010,99,Dead Letter Circus,Big
2010,100,Muse,Neutron Star Collision (Love Is Forever)
2011,1,Gotye,Somebody That I Used to Know {ft. Kimbra}
2011,2,The Black Keys,Lonely Boy
2011,3,Matt Corby,Brother
2011,4,Boy & Bear,Feeding Line
2011,5,M83,Midnight City
2011,6,Lana Del Rey,Video Games
2011,7,San Cisco,Awkward
2011,8,360,Boys Like You {ft. Gossling}
2011,9,The Jezabels,Endless Summer
2011,10,Hilltop Hoods,I Love It {ft. Sia}
2011,11,Calvin Harris,Feel So Close
2011,12,Architecture in Helsinki,Contact High
2011,13,Florence and the Machine,Shake It Out
2011,14,Foster the People,Call It What You Want
2011,15,Foster the People,Helena Beat
2011,16,Grouplove,Tongue Tied
2011,17,Seeker Lover Keeper,Even Though I'm a Woman
2011,18,The Wombats,Jump into the Fog
2011,19,Nero,Promises
