Year,Position,Artist,Song
2011,20,Bluejuice,Act Yr Age
2011,21,Skrillex,Scary Monsters and Nice Sprites
2011,22,Snakadaktal,Air
2011,23,Emma Louise,Jungle
2011,24,The Wombats,1996
2011,25,Kimbra,Cameo Lover
2011,26,The Wombats,Techno Fan
2011,27,Example,Changed the Way You Kiss Me
2011,28,Owl Eyes,Pumped Up Kicks {Like a Version}
2011,29,Drapht,Sing It (The Life of Riley)
2011,30,Calvin Harris,Bounce {ft. Kelis}
2011,31,Ball Park Music,It's Nice to Be Alive
2011,32,Noah & the Whale,L.I.F.E.G.O.E.S.O.N.
2011,33,Jay-Z & Kanye West,Otis {ft. Otis Redding}
2011,34,Gotye,I Feel Better
2011,35,Illy,Cigarettes
2011,36,Florence and the Machine,"No Light, No Light"
2011,37,360,Killer
2011,38,Ball Park Music,All I Want Is You
2011,39,Benny Benassi,Cinema {ft. Gary Go} {Skrillex Remix}
2011,40,Foster The People,Houdini
2011,41,The Strokes,Under Cover of Darkness
2011,42,Florence and the Machine,What the Water Gave Me
2011,43,Grouplove,Itchin' on a Photograph
2011,44,Hermitude,Speak of the Devil
2011,45,The Kooks,Junk of the Heart (Happy)
2011,46,Active Child,Hanging On
2011,47,Sparkadia,Mary
2011,48,Art vs. Science,A.I.M. Fire!
2011,49,Boy & Bear,Milk & Sticks
2011,50,Boy & Bear,Part Time Believer
2011,51,The Drums,Money
2011,52,Kimbra,Good Intent
2011,53,Bon Iver,Holocene
2011,54,The Grates,Turn Me On
2011,55,Architecture In Helsinki,Escapee
2011,56,Sparkadia,China
2011,57,The Rubens,Lay It Down
2011,58,Lykke Li,I Follow Rivers
2011,59,Washington,Holy Moses
2011,60,Joe Goddard,Gabriel {ft. Valentina}
2011,61,Radiohead,Lotus Flower
2011,62,Stonefield,Black Water Rising
2011,63,Foo Fighters,Rope
2011,64,Owl Eyes,Raiders
2011,65,Kasabian,Re-Wired
2011,66,Bon Iver,Perth
2011,67,New Navy,Zimbabwe
2011,68,Arctic Monkeys,Don't Sit Down 'Cause I've Moved Your Chair
2011,69,Bon Iver,Calgary
2011,70,Jebediah,She's Like a Comet
2011,71,Luke Million,Arnold
2011,72,Flight Facilities,Foreign Language {ft. Jess Higgs}
2011,73,Skrillex,First of the Year (Equinox)
2011,74,Drapht,Bali Party {ft. N'fa}
2011,75,Example & Skream,Shot Yourself In the Foot Again
2011,76,Redcoats,Dreamshaker
2011,77,Metronomy,The Look
2011,78,Husky,History's Door
2011,79,SBTRKT,Wildfire {ft. Little Dragon}
2011,80,Pnau,The Truth
2011,81,Busby Marou,Biding My Time
2011,82,Little Dragon,Ritual Union
2011,83,The Kills,Future Starts Slow
2011,84,360,Throw It Away {ft. Josh Pyke}
2011,85,Cosmo Jarvis,Gay Pirates
2011,86,Seeker Lover Keeper,Light All My Lights
2011,87,Gotye,In Your Light
2011,88,Bombay Bicycle Club,Shuffle
2011,89,Beirut,Santa Fe
2011,90,Beastie Boys,Make Some Noise
2011,91,City and Colour,Fragile Bird
2011,92,James Blake,The Wilhelm Scream
2011,93,Kimbra,Two Way Street
2011,94,The Wombats,Our Perfect Disease
2011,95,Grouplove,Naked Kids
2011,96,The Strokes,Machu Picchu
2011,97,Foo Fighters,Arlandria
2011,98,Jay-Z & Kanye West,Niggas in Paris
2011,99,The Beards,You Should Consider Having Sex with a Bearded Man
2011,100,Mr Little Jeans,The Suburbs
2012,1,Macklemore & Ryan Lewis,Thrift Shop {ft. Wanz}
2012,2,Of Monsters And Men,Little Talks
2012,3,alt-J,Breezeblocks
2012,4,Flume,Holdin On
2012,5,Mumford & Sons,I Will Wait
2012,6,Major Lazer,Get Free {ft. Amber Coffman}
2012,7,Tame Impala,Elephant
2012,8,Frank Ocean,Lost
2012,9,Tame Impala,Feels Like We Only Go Backwards
2012,10,The Rubens,My Gun
2012,11,Calvin Harris,Sweet Nothing {ft. Florence Welch}
2012,12,Flume,Sleepless {ft. Jezzabell Doran}
2012,13,The Black Keys,Gold On The Ceiling
2012,14,Icona Pop,I Love It {ft. Charli XCX}
2012,15,Macklemore & Ryan Lewis,Same Love {ft. Mary Lambert}
2012,16,Rudimental,Not Giving In {ft. John Newman & Alex Clare}
2012,17,Flight Facilities,Clair De Lune {ft. Christine Hoberg}
2012,18,Hermitude,HyperParadise {Flume Remix}
2012,19,The xx,Angels
2012,20,Rudimental,Feel The Love {ft. John Newman}
2012,21,Disclosure,Latch {ft. Sam Smith}
2012,22,The Temper Trap,Trembling Hands
2012,23,Ball Park Music,Coming Down
2012,24,Chet Faker,I'm Into You
2012,25,Skrillex,Bangarang {ft. Sirah}
2012,26,Seth Sentry,Dear Science
2012,27,Ball Park Music,Surrender
2012,28,Django Django,Default
2012,29,Loon Lake,Cherry Lips
2012,30,Bat For Lashes,Laura
2012,31,Alpine,Gasoline
2012,32,Florence + The Machine,Spectrum (Say My Name) {Calvin Harris Remix}
2012,33,Parachute Youth,Can't Get Better Than This
2012,34,Lana Del Rey,Born To Die
2012,35,360,Run Alone
2012,36,Miike Snow,Paddling Out
2012,37,Two Door Cinema Club,Sun
2012,38,Grimes,Oblivion
2012,39,Alabama Shakes,Hold On
2012,40,Arctic Monkeys,R U Mine?
2012,41,British India,I Can Make You Love Me
2012,42,MS MR,Hurricane
2012,43,The Lumineers,Ho Hey
2012,44,Xavier Rudd,Follow The Sun
2012,45,Chance Waters,Young & Dumb {ft. Bertie Blackman}
2012,46,Passion Pit,Take A Walk
2012,47,Of Monsters And Men,Mountain Sound
2012,48,San Cisco,Fred Astaire
2012,49,Thundamentals,Brother {Like A Version}
2012,50,Asta,My Heart Is On Fire
2012,51,Birds Of Tokyo,This Fire
2012,52,The Presets,Ghosts
2012,53,San Cisco,Wild Things
2012,54,The Bamboos,I Got Burned {ft. Tim Rogers}
2012,55,Knife Party,Internet Friends
2012,56,Frank Ocean,Thinkin Bout You
2012,57,Seth Sentry,Float Away
2012,58,Mumford & Sons,Babel
2012,59,Cosmo Jarvis,Love This
2012,60,Jack White,Love Interruption
2012,61,Sticky Fingers,Caress Your Soul
2012,62,Kid Cudi,Just What I Am {ft. King Chip}
2012,63,First Aid Kit,Wolf
2012,64,alt-J,Tessellate
2012,65,Grimes,Genesis
2012,66,The Rubens,The Best We Got
2012,67,Flume,On Top {ft. T-Shirt}
2012,68,Avicii,Silhouettes
2012,69,Matt Corby,Lonely Boy {Like A Version}
2012,70,The Presets,Promises
2012,71,Kendrick Lamar,Swimming Pools (Drank)
2012,72,Regina Spektor,All The Rowboats
2012,73,Ben Folds Five,Draw A Crowd
2012,74,The Shins,Simple Song
2012,75,Muse,Madness
2012,76,Illy,Heard It All
2012,77,Feed Me & Crystal Fighters,Love Is All I Got
2012,78,Totally Enormous Extinct Dinosaurs,Household Goods
2012,79,The Black Keys,Little Black Submarines
2012,80,Frank Ocean,Super Rich Kids {ft. Earl Sweatshirt}
2012,81,alt-J,Something Good
2012,82,Santigold,Disparate Youth
2012,83,The Jungle Giants,She's A Riot
2012,84,Hilltop Hoods,Rattling The Keys To The Kingdom
2012,85,Purity Ring,Fineshrine
2012,86,Lana Del Rey,Summertime Sadness
2012,87,The Bloody Beetroots & Greta Svabo Bech,Chronicles Of A Fallen Love
2012,88,C2C,Down The Road
2012,89,Chance Waters,Maybe Tomorrow {ft. Lilian Blue}
2012,90,Two Door Cinema Club,Sleep Alone
2012,91,Allday x C1,So Good
2012,92,Lisa Mitchell,Spiritus
2012,93,Snakadaktal,Dance Bear
2012,94,The Gaslight Anthem,45
2012,95,Last Dinosaurs,Andy
2012,96,"Kanye West, JAY Z & Big Sean",Clique
2012,97,Jack White,I'm Shakin'
2012,98,Kimbra,Warrior {ft. Mark Foster & A-Trak}
2012,99,M.I.A.,Bad Girls
2012,100,Everything Everything,Cough Cough
2013,1,Vance Joy,Riptide
2013,2,Lorde,Royals
2013,3,Daft Punk,Get Lucky {Ft. Pharrell Williams & Nile Rodgers}
2013,4,Arctic Monkeys,Do I Wanna Know?
2013,5,Flume & Chet Faker,Drop The Game
2013,6,Arctic Monkeys,Why'd You Only Call Me When You're High?
2013,7,Lana Del Rey,Young And Beautiful
2013,8,Matt Corby,Resolution
2013,9,The Preatures,Is This How You Feel?
2013,10,London Grammar,Strong
2013,11,HAIM,The Wire
2013,12,Lorde,Tennis Court
2013,13,James Blake,Retrograde
2013,14,Violent Soho,Covered In Chrome
2013,15,Lorde,Team
2013,16,Arcade Fire,Reflektor
2013,17,Daft Punk,Lose Yourself To Dance {Ft. Pharrell Williams}
2013,18,Arctic Monkeys,Arabella
2013,19,The Kite String Tangle,Given The Chance
2013,20,Kanye West,Black Skinhead
2013,21,RUFUS,Take Me
2013,22,Birds Of Tokyo,Lanterns
2013,23,Disclosure,When A Fire Starts To Burn
2013,24,Rudimental,Waiting All Night {Ft. Ella Eyre}
2013,25,The Wombats,Your Body Is A Weapon
2013,26,Vampire Weekend,Step
2013,27,HAIM,Falling
2013,28,Chvrches,Recover
2013,29,Foals,My Number
2013,30,Empire Of The Sun,Alive
2013,31,Vampire Weekend,Diane Young
2013,32,Thundamentals,Smiles Don't Lie
2013,33,Grouplove,Ways To Go
2013,34,RUFUS,Desert Night
2013,35,London Grammar,Hey Now
2013,36,Bloc Party,Ratchet
2013,37,Chvrches,Gun
2013,38,Touch Sensitive,Pizza Guy
2013,39,San Cisco,Get Lucky {Like A Version}
2013,40,The Amity Affliction,Born To Die
2013,41,Boy & Bear,Southern Sun
2013,42,Max Frost,White Lies
2013,43,Childish Gambino,3005
2013,44,Dustin Tebbutt,The Breach
2013,45,Robert Delong,Global Concepts
2013,46,Queens Of The Stone Age,If I Had A Tail
2013,47,Rudimental,Free {Ft. Emeli Sande}
2013,48,Flight Facilities,Stand Still {Ft. Micky Green}
2013,49,Daft Punk,Doin' It Right {Ft. Panda Bear}
2013,50,John Newman,Love Me Again
2013,51,Fatboy Slim & Riva Starr,Eat Sleep Rave Repeat
2013,52,Cloud Control,Scar
2013,53,Kingswood,Ohio
2013,54,Arcade Fire,Afterlife
2013,55,Boy & Bear,Harlequin Dream
2013,56,HAIM,If I Could Change Your Mind
2013,57,Andy Bull,Keep On Running
2013,58,Daft Punk,Instant Crush {Ft. Julian Casablancas}
2013,59,Kanye West,Bound 2
2013,60,Chvrches,Lies
2013,61,London Grammar,Wasting My Young Years
2013,62,Goldroom,Embrace
2013,63,Disclosure,You & Me {Flume Remix}
2013,64,The National,Graceless
2013,65,Chet Faker,Melt {Ft. Kilo Kish}
2013,66,Illy,Ausmusic Month Medley {Like A Version}
2013,67,Bliss N Eso,Act Your Age
2013,68,Something For Kate,Sweet Nothing {Like A Version}
2013,69,Disclosure,White Noise {Ft. AlunaGeorge}
2013,70,Sticky Fingers,Australia Street
2013,71,Two Door Cinema Club,Changing Of The Seasons
2013,72,Queens Of The Stone Age,I Sat By The Ocean
2013,73,Busta Rhymes,"Thank You {Ft. Q-Tip, Kanye West & Lil Wayne}"
2013,74,Major Lazer,Jessica {Ft. Ezra Koenig}
2013,75,Mikhael Paskalev,I Spy
2013,76,SAFIA,"Listen To Soul, Listen To Blues"
2013,77,Illy,Youngbloods {Ft. Ahren Stringer}
2013,78,MS MR,Fantasy
2013,79,A$AP Rocky,"F**kin' Problems {Ft. Drake, 2 Chainz & Kendrick Lamar}"
2013,80,Panama,Always
2013,81,Andy Bull,Baby I Am Nobody Now
2013,82,Cloud Control,Dojo Rising
2013,83,The Jezabels,The End
2013,84,British India,Summer Forgive Me
2013,85,Remi,Sangria
2013,86,Bring Me The Horizon,Sleepwalking
2013,87,John Butler Trio,Only One
2013,88,Josh Pyke,Leeward Side
2013,89,The Cat Empire,Brighter Than Gold
2013,90,Vampire Weekend,Unbelievers
2013,91,RUFUS,Tonight
2013,92,Bring Me The Horizon,Shadow Moses
2013,93,St Lucia,Elevate
2013,94,Bliss N Eso,House Of Dreams
2013,95,Vance Joy,Play With Fire
2013,96,Big Scary,Luck Now
2013,97,Queens Of The Stone Age,My God Is The Sun
2013,98,Horrorshow,Dead Star Shine
2013,99,Dillon Francis,Without You {Ft. Totally Enormous Extinct Dinosaurs}
2013,100,Karnivool,We Are
2014,1,Chet Faker,Talk Is Cheap
2014,2,Peking Duk,High {Ft. Nicole Millar}
2014,3,Hilltop Hoods,Cosby Sweater
2014,4,Milky Chance,Stolen Dance
2014,5,Peking Duk,Take Me Over {Ft. SAFIA}
2014,6,Mark Ronson,Uptown Funk {Ft. Bruno Mars}
2014,7,Chet Faker,Gold
2014,8,Chet Faker,1998
2014,9,Sia,Chandelier
2014,10,Asgeir,King And Cross
2014,11,ZHU,Faded
2014,12,Glass Animals,Gooey
2014,13,Vance Joy,Mess Is Mine
2014,14,alt-J,Every Other Freckle
2014,15,The Kite String Tangle,Arcadia
2014,16,alt-J,Left Hand Free
2014,17,Illy,Tightrope {Ft. Scarlett Stevens}
2014,18,Lorde,Yellow Flicker Beat
2014,19,Ball Park Music,She Only Loves Me When I'm There
2014,20,Sticky Fingers,Gold Snafu
2014,21,Chet Faker,(Lover) You Don't Treat Me No Good {Like A Version 2014}
2014,22,The Amity Affliction,Pittsburgh
2014,23,Future Islands,Seasons (Waiting On You)
2014,24,Meg Mac,Roll Up Your Sleeves
2014,25,Bluejuice,I'll Go Crazy
2014,26,alt-J,Hunger Of The Pine
2014,27,Banks,Beggin For Thread
2014,28,The Griswolds,Beware The Dog
2014,29,The Preatures,Somebody's Talking
2014,30,Thundamentals,Something I Said {Ft. Thom Crawford}
2014,31,Childish Gambino,Sober
2014,32,Lana Del Rey,West Coast
2014,33,San Cisco,RUN
2014,34,SBTRKT,NEW DORP. NEW YORK {Ft. Ezra Koenig}
2014,35,Allday,You Always Know The DJ
2014,36,Hilltop Hoods,Won't Let You Down {Ft. Maverick Sabre}
2014,37,Alison Wonderland,I Want U
2014,38,First Aid Kit,My Silver Lining
2014,39,Flight Facilities,Two Bodies {Ft. Emma Louise}
2014,40,Broods,Mother & Father
2014,41,Carmada,Maybe
2014,42,Kim Churchill,Window To The Sky
2014,43,Jamie T,Zombie
2014,44,Milky Chance,Flashed Junk Mind
2014,45,FKA twigs,Two Weeks
2014,46,Meg Mac,Grandma's Hands
2014,47,Lorde,Tennis Court (Flume Remix)
2014,48,DMA's,Delete
2014,49,TV On The Radio,Happy Idiot
2014,50,Vance Joy,First Time
2014,51,Courtney Barnett,Pickles From The Jar
2014,52,Flight Facilities,Sunshine {Ft. Reggie Watts}
2014,53,Kendrick Lamar,i
2014,54,Chvrches,Do I Wanna Know? {Like A Version 2014}
2014,55,Caribou,Can't Do Without You
2014,56,Kingswood,I Can Feel That You Don't Love Me
2014,57,Hilltop Hoods,Walking Under Stars
2014,58,Ball Park Music,Everything Is Shit Except My Friendship With You
2014,59,Ryksopp,Monument (The Inevitable End Version) {Ft. Robyn}
2014,60,Childish Gambino,Sweatpants
2014,61,Andy Bull,Talk Too Much
2014,62,Angus & Julia Stone,Heart Beats Slow
2014,63,The War On Drugs,Red Eyes
2014,64,The Amity Affliction,Don't Lean On Me
2014,65,Allday,Right Now
2014,66,clipping.,Work Work {Ft. Cocc Pistol Cree}
2014,67,Jungle,Busy Earnin'
2014,68,Bring Me The Horizon,Drown
2014,69,The Smith Street Band,Surrender
2014,70,Odd Mob,Is It A Banger?
2014,71,The Amity Affliction,The Weigh Down
2014,72,Run The Jewels,Close Your Eyes (And Count To Fuck) {Ft. Zack De La Rocha}
2014,73,Ryksopp & Robyn,Do It Again
2014,74,Duke Dumont,I Got U {Ft. Jax Jones}
2014,75,360,Live It Up {Ft. Pez}
2014,76,Kingswood,Micro Wars
2014,77,Highasakite,Since Last Wednesday
2014,78,Thundamentals,Quit Your Job
2014,79,Jack White,Lazaretto
2014,80,Rise Against,I Don't Want To Be Here Anymore
2014,81,The Avener,Fade Out Lines
2014,82,Hopium,Dreamers {Ft. Phoebe Lou}
2014,83,British India,Wrong Direction
2014,84,Foo Fighters,Something From Nothing
2014,85,Chvrches,Get Away
2014,86,Sticky Fingers,Just For You
2014,87,Briggs,Bad Apples
2014,88,DZ Deathrays,Gina Works At Hearts
2014,89,Cold War Kids,First
2014,90,Thundamentals,Got Love {Ft. Solo}
2014,91,Meg Mac,Bridges {Like A Version 2014}
2014,92,One Day,Love Me Less
2014,93,Vance Joy,Georgia
2014,94,Sticky Fingers,Liquorlip Loaded Gun
2014,95,Thelma Plum,How Much Does Your Love Cost?
2014,96,SAFIA,"Paranoia, Ghosts & Other Sounds"
2014,97,Japanese Wallpaper,Between Friends {Ft. Jesse Davidson}
2014,98,Bombay Bicycle Club,Luna
2014,99,Ball Park Music,Trippin' The Light Fantastic
2014,100,Tkay Maidza,Switch Lanes {Prod. Paces}
2015,1,The Rubens,Hoops
2015,2,Kendrick Lamar,King Kunta
2015,3,Major Lazer,Lean On {Ft. M/DJ Snake}
2015,4,Tame Impala,The Less I Know The Better
2015,5,Tame Impala,Let It Happen
2015,6,Marcus Marr & Chet Faker,The Trouble With Us
2015,7,Jarryd James,Do You Remember
2015,8,Hermitude,The Buzz {Ft. Mataya/Young Tapz}
2015,9,The Weeknd,Can't Feel My Face
2015,10,Disclosure,Magnets {Ft. Lorde}
2015,11,Meg Mac,Never Be
2015,12,RFS,You Were Right
2015,13,Duke Dumont,Ocean Drive
2015,14,Drake,Hotline Bling
2015,15,Violent Soho,Like Soda
2015,16,Vance Joy,Fire And The Flood
2015,17,DJ Snake,Middle {Ft. Bipolar Sunshine}
2015,18,Macklemore & Ryan Lewis,DOWNTOWN {Ft. Eric Nally/Melle Mel/Kool Moe Dee/Grandmaster Caz}
2015,19,The Weeknd,The Hills
2015,20,Foals,Mountain At My Gates
2015,21,Gang Of Youths,Magnolia
2015,22,L D R U,Keeping Score {Ft. Paige IV}
2015,23,SAFIA,Embracing Me
2015,24,Flume,Some Minds {Ft. Andrew Wyatt}
2015,25,The Amity Affliction,Shine On
2015,26,Jamie xx,I Know There's Gonna Be (Good Times) {Ft. Young Thug/Popcaan}
2015,27,Vallis Alps,Young
2015,28,RFS,Like An Animal
2015,29,The Wombats,Greek Tragedy
2015,30,Peking Duk,Say My Name {Ft. Benjamin Joseph}
2015,31,Jamie xx,Loud Places {Ft. Romy}
2015,32,Chvrches,Leave A Trace
2015,33,Urthboy,Long Loud Hours {Ft. Bertie Blackman}
2015,34,Tame Impala,Eventually
2015,35,SAFIA,Counting Sheep
2015,36,Snakehips,All My Friends {Ft. Tinashe/Chance The Rapper}
2015,37,Kendrick Lamar,Alright
2015,38,Florence + The Machine,Delilah
2015,39,Illy,Swear Jar
2015,40,Florence + The Machine,Ship To Wreck
2015,41,Claptone,Puppet Theatre {Ft. Peter Bjorn & John}
2015,42,Halsey,Hold Me Down
2015,43,Courtney Barnett,Pedestrian At Best
2015,44,Hayden James,Something About You
2015,45,Bring Me The Horizon,Throne
2015,46,The Chemical Brothers,Go {Ft. Q-Tip}
2015,47,Asta,Dynamite {Ft. Allday}
2015,48,Parkway Drive,Crushed
2015,49,San Cisco,Too Much Time Together
2015,50,BOO SEEKA,Deception Bay
2015,51,Chvrches,Clearest Blue
2015,52,Ratatat,Cream On Chrome
2015,53,Matt Corby,Monday
2015,54,ZHU x Skrillex x THEY.,Working For It
2015,55,Unknown Mortal Orchestra,Multi-Love
2015,56,Sia,Alive
2015,57,Alpine,Foolish
2015,58,Parkway Drive,Vice Grip
2015,59,Alison Wonderland,Run
2015,60,M,Kamikaze
2015,61,Tame Impala,Cause I'm A Man
2015,62,Disclosure,Omen {Ft. Sam Smith}
2015,63,Boy & Bear,Walk The Wire
2015,64,A$AP Rocky,L$D
2015,65,Alabama Shakes,Don't Wanna Fight
2015,66,Tkay Maidza,M.O.B.
2015,67,The Wombats,Give Me A Try
2015,68,Skepta,Shutdown
2015,69,Japanese Wallpaper,Forces {Ft. Airling}
2015,70,Florence + The Machine,What Kind Of Man
2015,71,Grimes,Flesh Without Blood
2015,72,Birds Of Tokyo,Anchor
2015,73,Ngaiire,Once
2015,74,Major Lazer,Powerful {Ft. Ellie Goulding/Tarrus Riley}
2015,75,Courtney Barnett,Elevator Operator
2015,76,British India,Suddenly
2015,77,DMA's,Lay Down
2015,78,Jack Garratt,Weathered
2015,79,The Cat Empire,Wolves
2015,80,A$AP Rocky,Everyday {Ft. Rod Stewart/Miguel/Mark Ronson}
2015,81,Tuka,Big Jet Plane {triple j Like A Version}
2015,82,Courtney Barnett,Depreston
2015,83,Flight Facilities,Down To Earth {Radio Edit}
2015,84,Sticky Fingers,Delete {triple j Like A Version}
2015,85,Flight Facilities,Heart Attack {Ft. Owl Eyes} {Radio Edit}
2015,86,Bring Me The Horizon,Happy Song
2015,87,Purity Ring,Begin Again
2015,88,The Bennies,Party Machine
2015,89,Lana Del Rey,High By The Beach
2015,90,What So Not,Gemini {Ft. George Maple}
2015,91,The Wombats,Be Your Shadow
2015,92,Golden Features,No One {Ft. Thelma Plum}
2015,93,Jai Wolf,Indian Summer
2015,94,Halsey,Ghost
2015,95,Courtney Barnett,Nobody Really Cares If You Don't Go To The Party
2015,96,Rudimental,Rumour Mill {Ft. Anne-Marie/Will Heard}
2015,97,Methyl Ethel,Twilight Driving
2015,98,Major Lazer,Be Together {Ft. Wild Belle}
2015,99,Bring Me The Horizon,True Friends
2015,100,Seth Sentry,Hell Boy
2016,1,Flume,Never Be Like You {Ft. Kai}
2016,2,Amy Shark,Adore
2016,3,Tash Sultana,Jungle
2016,4,Hilltop Hoods,1955 {Ft. Montaigne/Tom Thum}
2016,5,Childish Gambino,Redbone
2016,6,DMA'S,Believe {triple j Like A Version 2016}
2016,7,Illy,Papercuts {Ft. Vera Blue}
2016,8,Flume,Say It {Ft. Tove Lo}
2016,9,Peking Duk,Stranger {Ft. Elliphant}
2016,10,The Weeknd,Starboy {Ft. Daft Punk}
2016,11,Pnau,Chameleon
2016,12,Milky Chance,Cocoon
2016,13,Mura Masa,Love$ick {Ft. A$AP Rocky}
2016,14,Violent Soho,Viceroy
2016,15,Miike Snow,Genghis Khan
2016,16,A.B. Original,January 26 {Ft. Dan Sultan}
2016,17,Big Scary,The Opposite Of Us
2016,18,Chance The Rapper,All Night {Ft. Knox Fortune}
2016,19,Catfish And The Bottlemen,7
2016,20,The xx,On Hold
2016,21,The Smith Street Band,Death To The Lads
2016,22,Kanye West,Ultralight Beam
2016,23,Illy,Catch 22 {Ft. Anne-Marie}
2016,24,Cub Sport,Come On Mess Me Up
2016,25,Montaigne,Because I Love You
2016,26,SAFIA,Make Them Wheels Roll
2016,27,Gretta Ray,Drive
2016,28,The Avalanches,Frankie Sinatra
2016,29,Sticky Fingers,Our Town
2016,30,RFS,Innerbloom {What So Not Remix}
2016,31,Drake,One Dance {Ft. Wizkid/Kyla}
2016,32,Tash Sultana,Notion
2016,33,Dune Rats,Bullshit
2016,34,Dune Rats,Scott Green
2016,35,Client Liaison,World Of Our Love
2016,36,Sticky Fingers,Sad Songs
2016,37,Flume,Smoke &amp; Retribution {Ft. Vince Staples/KUCKA}
2016,38,Glass Animals,Youth
2016,39,DMA'S,Step Up The Morphine
2016,40,Kid Cudi,Surfin' {Ft. Pharrell Williams}
2016,41,The Weeknd,I Feel It Coming {Ft. Daft Punk}
2016,42,Broods,Heartlines
2016,43,M,Final Song
2016,44,D.D Dumbo,Satan
2016,45,A.B. Original,Dumb Things {Ft. Paul Kelly/Dan Sultan} {Like A Version 2016}
2016,46,Mac Miller,Dang! {Ft. Anderson .Paak}
2016,47,D.D Dumbo,Walrus
2016,48,Kingswood,Creepin
2016,49,Hilltop Hoods,Higher {Ft. James Chatburn}
2016,50,Gang Of Youths,Strange Diseases
2016,51,Sticky Fingers,Outcast At Last
2016,52,Halsey,Love Yourself {triple j Like A Version 2016}
2016,53,Violent Soho,Blanket
2016,54,Blink-182,Bored To Death
2016,55,RFS,Say A Prayer For Me
2016,56,Paces,Keeping Score {Ft. Guy Sebastian} {triple j Like A Version 2016}
2016,57,Catfish And The Bottlemen,Twice
2016,58,Ali Barter,Girlie Bits
2016,59,Frank Ocean,Solo
2016,60,Sofi Tukker,Drinkee
2016,61,King Gizzard &amp; The Lizard Wizard,Gamma Knife
2016,62,DOPE LEMON,Marinade
2016,63,Glass Animals,Life Itself
2016,64,Maggie Rogers,Alaska
2016,65,The Amity Affliction,All Fucked Up
2016,66,Beyonc,Hold Up
2016,67,The Amity Affliction,I Bring The Weather With Me
2016,68,L D R U,Next To You {Ft. Savoi}
2016,69,Violent Soho,So Sentimental
2016,70,Golden Features,Wolfie {Ft. Julia Stone}
2016,71,Broods,Free
2016,72,Kanye West,Famous
2016,73,Violent Soho,No Shade
2016,74,Camp Cope,Lost: Season One
2016,75,The Avalanches,Because I'm Me
2016,76,The Amity Affliction,This Could Be Heartbreak
2016,77,Catfish And The Bottlemen,Soundcheck
2016,78,Vera Blue,Settle
2016,79,Radiohead,Burn The Witch
2016,80,Banks,Gemini Feed
2016,81,Desiigner,Panda
2016,82,Thundamentals,Think About It {Ft. Peta &amp; The Wolves}
2016,83,Tkay Maidza,Simulation
2016,84,Frank Ocean,Pink + White
2016,85,SAFIA,My Love Is Gone
2016,86,Bliss N Eso,Dopamine {Ft. Thief}
2016,87,DOPE LEMON,Uptown Folks
2016,88,Childish Gambino,Me And Your Mama
2016,89,SAFIA,Over You
2016,90,Luca Brasi,Anything Near Conviction
2016,91,The Avalanches,Subways
2016,92,Violent Soho,How To Taste
2016,93,Empire Of The Sun,High And Low
2016,94,Vallis Alps,Fading
2016,95,Flume,Lose It {Ft. Vic Mensa}
2016,96,Elk Road,Hanging By A Thread {Ft. Natalie Foster}
2016,97,Alex Lahey,You Don't Think You Like People Like Me
2016,98,Glass Animals,Season 2 Episode 3
2016,99,Drake,Too Good {Ft. Rihanna}
2016,100,Birds Of Tokyo,Brace
